" Monthly averaged odata for station MLO       
"
""
" /data/instrument/database_active//curves///mloo_mon.csv                                                                                                                                                                                                         
"
""
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats.  Column 5 gives the o concentration in per-meg units."
" This is the standard version of the data most often sought.  The monthly values have "
" been adjusted to 24:00 hours on the 15th of each month.  Column 6 gives the same "
" data after a seasonal adjustment to remove the quasi-regular seasonal cycle.  The "
" adjustment involves subtracting from the data a 4-harmonic fit. "
" Column 7 is a smoothed version of the data generated from a stiff"
" cubic spline function plus 4-harmonic functions. Column 8 is the same smoothed "
" version with the seasonal cycle removed. Column 9 is identical to Column 5 except "
" that the missing values from Column 5 have been filled with values from Column 7."
" Column 10 is identical to Column 6 except missing values have been filled with "
" values from Column 8.  Missing values are denoted by -99.99"
"                                                                                           "
   Yr, Mn,    Date,      Date,     CO2,seasonally,        fit,  seasonally,      CO2, seasonally
     ,   ,   Excel,          ,        ,  adjusted,           ,adjusted fit,   filled,adjusted filled
2008,  4,        0, 2008.2896,  -425.48,  -403.79,    -432.79,  -411.09,    -425.48,  -403.79
2008,  5,        0, 2008.3716,  -433.42,  -412.89,    -433.66,  -413.13,    -433.42,  -412.89
2008,  6,        0, 2008.4563,  -430.31,  -420.25,    -425.29,  -415.22,    -430.31,  -420.25
2008,  7,        0, 2008.5383,  -418.48,  -422.02,    -413.65,  -417.19,    -418.48,  -422.02
2008,  8,        0, 2008.6230,  -401.74,  -419.34,    -401.54,  -419.14,    -401.74,  -419.34
2008,  9,        0, 2008.7077,  -398.43,  -423.75,    -395.66,  -420.99,    -398.43,  -423.75
2008, 10,        0, 2008.7896,  -403.25,  -426.34,    -399.59,  -422.68,    -403.25,  -426.34
2008, 11,        0, 2008.8743,  -413.93,  -427.70,    -410.56,  -424.33,    -413.93,  -427.70
2008, 12,        0, 2008.9563,  -424.89,  -426.59,    -424.14,  -425.84,    -424.89,  -426.59
2009,  1,        0, 2009.0411,  -433.90,  -426.34,    -434.90,  -427.35,    -433.90,  -426.34
2009,  2,        0, 2009.1260,  -438.07,  -427.35,    -439.54,  -428.82,    -438.07,  -427.35
2009,  3,        0, 2009.2027,  -454.38,  -439.53,    -444.98,  -430.13,    -454.38,  -439.53
2009,  4,        0, 2009.2877,  -448.17,  -426.57,    -453.18,  -431.58,    -448.17,  -426.57
2009,  5,        0, 2009.3699,  -452.01,  -431.35,    -453.69,  -433.03,    -452.01,  -431.35
2009,  6,        0, 2009.4548,  -439.66,  -429.37,    -444.89,  -434.60,    -439.66,  -429.37
2009,  7,        0, 2009.5370,  -430.57,  -433.89,    -432.90,  -436.22,    -430.57,  -433.89
2009,  8,        0, 2009.6219,  -419.05,  -436.49,    -420.55,  -437.99,    -419.05,  -436.49
2009,  9,        0, 2009.7068,  -416.46,  -441.77,    -414.57,  -439.87,    -416.46,  -441.77
2009, 10,        0, 2009.7890,  -418.00,  -441.13,    -418.64,  -441.77,    -418.00,  -441.13
2009, 11,        0, 2009.8740,  -428.52,  -442.33,    -430.02,  -443.83,    -428.52,  -442.33
2009, 12,        0, 2009.9562,  -440.63,  -442.35,    -444.19,  -445.91,    -440.63,  -442.35
2010,  1,        0, 2010.0411,  -448.89,  -441.34,    -455.69,  -448.14,    -448.89,  -441.34
2010,  2,        0, 2010.1260,  -462.56,  -451.84,    -461.13,  -450.42,    -462.56,  -451.84
2010,  3,        0, 2010.2027,  -470.87,  -456.02,    -467.35,  -452.50,    -470.87,  -456.02
2010,  4,        0, 2010.2877,  -478.89,  -457.29,    -476.40,  -454.80,    -478.89,  -457.29
2010,  5,        0, 2010.3699,  -480.89,  -460.23,    -477.68,  -457.02,    -480.89,  -460.23
2010,  6,        0, 2010.4548,  -466.53,  -456.24,    -469.56,  -459.27,    -466.53,  -456.24
2010,  7,        0, 2010.5370,  -461.42,  -464.74,    -458.08,  -461.40,    -461.42,  -464.74
2010,  8,        0, 2010.6219,  -448.82,  -466.27,    -446.10,  -463.54,    -448.82,  -466.27
2010,  9,        0, 2010.7068,  -444.05,  -469.35,    -440.32,  -465.62,    -444.05,  -469.35
2010, 10,        0, 2010.7890,  -444.29,  -467.43,    -444.44,  -467.57,    -444.29,  -467.43
2010, 11,        0, 2010.8740,  -454.72,  -468.54,    -455.73,  -469.54,    -454.72,  -468.54
2010, 12,        0, 2010.9562,  -447.74,  -449.46,    -469.70,  -471.41,    -447.74,  -449.46
2011,  1,        0, 2011.0411,  -488.06,  -480.51,    -480.88,  -473.33,    -488.06,  -480.51
2011,  2,        0, 2011.1260,  -497.51,  -486.79,    -485.93,  -475.21,    -497.51,  -486.79
2011,  3,        0, 2011.2027,  -484.44,  -469.59,    -491.76,  -476.91,    -484.44,  -469.59
2011,  4,        0, 2011.2877,  -499.96,  -478.36,    -500.39,  -478.79,    -499.96,  -478.36
2011,  5,        0, 2011.3699,  -496.00,  -475.34,    -501.30,  -480.64,    -496.00,  -475.34
2011,  6,        0, 2011.4548,  -488.20,  -477.91,    -492.86,  -482.56,    -488.20,  -477.91
2011,  7,        0, 2011.5370,  -485.08,  -488.40,    -481.12,  -484.44,    -485.08,  -488.40
2011,  8,        0, 2011.6219,  -474.44,  -491.89,    -468.93,  -486.37,    -474.44,  -491.89
2011,  9,        0, 2011.7068,  -461.42,  -486.72,    -462.99,  -488.29,    -461.42,  -486.72
2011, 10,        0, 2011.7890,  -467.22,  -490.35,    -467.00,  -490.14,    -467.22,  -490.35
2011, 11,        0, 2011.8740,  -479.82,  -493.63,    -478.22,  -492.03,    -479.82,  -493.63
2011, 12,        0, 2011.9562,  -491.92,  -493.64,    -492.14,  -493.86,    -491.92,  -493.64
2012,  1,        0, 2012.0410,  -503.43,  -495.88,    -503.29,  -495.75,    -503.43,  -495.88
2012,  2,        0, 2012.1257,  -507.49,  -496.78,    -508.35,  -497.64,    -507.49,  -496.78
2012,  3,        0, 2012.2049,  -512.88,  -497.85,    -514.44,  -499.41,    -512.88,  -497.85
2012,  4,        0, 2012.2896,  -523.98,  -502.29,    -523.00,  -501.31,    -523.98,  -502.29
2012,  5,        0, 2012.3716,  -525.57,  -505.04,    -523.68,  -503.15,    -525.57,  -505.04
2012,  6,        0, 2012.4563,  -516.21,  -506.14,    -515.12,  -505.06,    -516.21,  -506.14
2012,  7,        0, 2012.5383,  -502.75,  -506.28,    -503.38,  -506.92,    -502.75,  -506.28
2012,  8,        0, 2012.6230,  -491.55,  -509.15,    -491.27,  -508.86,    -491.55,  -509.15
2012,  9,        0, 2012.7077,  -481.13,  -506.46,    -485.52,  -510.84,    -481.13,  -506.46
2012, 10,        0, 2012.7896,  -488.07,  -511.17,    -489.71,  -512.80,    -488.07,  -511.17
2012, 11,        0, 2012.8743,  -502.25,  -516.02,    -501.10,  -514.87,    -502.25,  -516.02
2012, 12,        0, 2012.9563,  -518.69,  -520.39,    -515.19,  -516.89,    -518.69,  -520.39
2013,  1,        0, 2013.0411,  -522.17,  -514.62,    -526.56,  -519.01,    -522.17,  -514.62
2013,  2,        0, 2013.1260,  -536.03,  -525.31,    -531.86,  -521.14,    -536.03,  -525.31
2013,  3,        0, 2013.2027,  -539.46,  -524.60,    -537.92,  -523.07,    -539.46,  -524.60
2013,  4,        0, 2013.2877,  -542.03,  -520.44,    -546.81,  -525.21,    -542.03,  -520.44
2013,  5,        0, 2013.3699,  -558.83,  -538.17,    -547.96,  -527.30,    -558.83,  -538.17
2013,  6,        0, 2013.4548,  -536.31,  -526.02,    -539.74,  -529.45,    -536.31,  -526.02
2013,  7,        0, 2013.5370,  -532.63,  -535.95,    -528.21,  -531.53,    -532.63,  -535.95
2013,  8,        0, 2013.6219,  -516.88,  -534.32,    -516.23,  -533.67,    -516.88,  -534.32
2013,  9,        0, 2013.7068,  -509.08,  -534.38,    -510.50,  -535.80,    -509.08,  -534.38
2013, 10,        0, 2013.7890,  -510.58,  -533.71,    -514.73,  -537.86,    -510.58,  -533.71
2013, 11,        0, 2013.8740,  -522.50,  -536.32,    -526.18,  -540.00,    -522.50,  -536.32
2013, 12,        0, 2013.9562,  -540.59,  -542.31,    -540.35,  -542.06,    -540.59,  -542.31
2014,  1,        0, 2014.0411,  -554.77,  -547.22,    -551.74,  -544.19,    -554.77,  -547.22
2014,  2,        0, 2014.1260,  -548.64,  -537.93,    -557.00,  -546.28,    -548.64,  -537.93
2014,  3,        0, 2014.2027,  -568.05,  -553.19,    -562.99,  -548.14,    -568.05,  -553.19
2014,  4,        0, 2014.2877,  -579.03,  -557.44,    -571.73,  -550.14,    -579.03,  -557.44
2014,  5,        0, 2014.3699,  -573.00,  -552.34,    -572.65,  -551.99,    -573.00,  -552.34
2014,  6,        0, 2014.4548,  -566.50,  -556.21,    -564.13,  -553.84,    -566.50,  -556.21
2014,  7,        0, 2014.5370,  -548.79,  -552.11,    -552.26,  -555.58,    -548.79,  -552.11
2014,  8,        0, 2014.6219,  -539.29,  -556.74,    -539.91,  -557.35,    -539.29,  -556.74
2014,  9,        0, 2014.7068,  -531.08,  -556.38,    -533.79,  -559.09,    -531.08,  -556.38
2014, 10,        0, 2014.7890,  -540.02,  -563.16,    -537.63,  -560.76,    -540.02,  -563.16
2014, 11,        0, 2014.8740,  -553.00,  -566.82,    -548.65,  -562.47,    -553.00,  -566.82
2014, 12,        0, 2014.9562,  -564.15,  -565.87,    -562.37,  -564.09,    -564.15,  -565.87
2015,  1,        0, 2015.0411,  -567.79,  -560.24,    -573.32,  -565.77,    -567.79,  -560.24
2015,  2,        0, 2015.1260,  -574.22,  -563.50,    -578.18,  -567.46,    -574.22,  -563.50
2015,  3,        0, 2015.2027,  -581.87,  -567.02,    -583.86,  -569.01,    -581.87,  -567.02
2015,  4,        0, 2015.2877,  -604.84,  -583.24,    -592.34,  -570.75,    -604.84,  -583.24
2015,  5,        0, 2015.3699,  -598.27,  -577.61,    -593.11,  -572.45,    -598.27,  -577.61
2015,  6,        0, 2015.4548,   -99.99,     0.00,    -584.54,  -574.25,    -584.54,  -574.25
2015,  7,        0, 2015.5370,  -563.87,  -567.19,    -572.76,  -576.08,    -563.87,  -567.19
2015,  8,        0, 2015.6219,  -559.75,  -577.20,    -560.63,  -578.08,    -559.75,  -577.20
2015,  9,        0, 2015.7068,  -550.70,  -576.00,    -554.91,  -580.21,    -550.70,  -576.00
2015, 10,        0, 2015.7890,  -556.49,  -579.62,    -559.27,  -582.40,    -556.49,  -579.62
2015, 11,        0, 2015.8740,  -571.92,  -585.74,    -570.98,  -584.80,    -571.92,  -585.74
2015, 12,        0, 2015.9562,  -582.27,  -583.99,    -585.50,  -587.22,    -582.27,  -583.99
2016,  1,        0, 2016.0410,  -590.18,  -582.63,    -597.36,  -589.82,    -590.18,  -582.63
2016,  2,        0, 2016.1257,  -606.24,  -595.53,    -603.19,  -592.49,    -606.24,  -595.53
2016,  3,        0, 2016.2049,  -607.01,  -591.98,    -610.03,  -595.01,    -607.01,  -591.98
2016,  4,        0, 2016.2896,  -624.55,  -602.86,    -619.38,  -597.69,    -624.55,  -602.86
2016,  5,        0, 2016.3716,  -627.47,  -606.94,    -620.76,  -600.23,    -627.47,  -606.94
2016,  6,        0, 2016.4563,  -614.35,  -604.28,    -612.84,  -602.78,    -614.35,  -604.28
2016,  7,        0, 2016.5383,  -603.26,  -606.80,    -601.63,  -605.16,    -603.26,  -606.80
2016,  8,        0, 2016.6230,  -589.96,  -607.56,    -589.96,  -607.56,    -589.96,  -607.56
2016,  9,        0, 2016.7077,  -578.83,  -604.16,    -584.55,  -609.88,    -578.83,  -604.16
2016, 10,        0, 2016.7896,  -592.20,  -615.29,    -588.98,  -612.07,    -592.20,  -615.29
2016, 11,        0, 2016.8743,  -602.41,  -616.17,    -600.50,  -614.27,    -602.41,  -616.17
2016, 12,        0, 2016.9563,  -611.65,  -613.35,    -614.63,  -616.33,    -611.65,  -613.35
2017,  1,        0, 2017.0411,  -631.20,  -623.65,    -625.96,  -618.41,    -631.20,  -623.65
2017,  2,        0, 2017.1260,  -632.04,  -621.32,    -631.13,  -620.42,    -632.04,  -621.32
2017,  3,        0, 2017.2027,  -634.11,  -619.26,    -637.03,  -622.17,    -634.11,  -619.26
2017,  4,        0, 2017.2877,  -650.38,  -628.78,    -645.67,  -624.07,    -650.38,  -628.78
2017,  5,        0, 2017.3699,  -648.05,  -627.39,    -646.54,  -625.87,    -648.05,  -627.39
2017,  6,        0, 2017.4548,  -639.53,  -629.24,    -638.01,  -627.72,    -639.53,  -629.24
2017,  7,        0, 2017.5370,  -626.07,  -629.38,    -626.19,  -629.51,    -626.07,  -629.38
2017,  8,        0, 2017.6219,  -613.62,  -631.06,    -613.96,  -631.41,    -613.62,  -631.06
2017,  9,        0, 2017.7068,  -600.41,  -625.71,    -608.08,  -633.39,    -600.41,  -625.71
2017, 10,        0, 2017.7890,  -611.74,  -634.87,    -612.27,  -635.40,    -611.74,  -634.87
2017, 11,        0, 2017.8740,  -621.84,  -635.66,    -623.79,  -637.61,    -621.84,  -635.66
2017, 12,        0, 2017.9562,  -634.85,  -636.56,    -638.15,  -639.87,    -634.85,  -636.56
2018,  1,        0, 2018.0411,  -655.31,  -647.76,    -649.90,  -642.35,    -655.31,  -647.76
2018,  2,        0, 2018.1260,  -650.42,  -639.71,    -655.68,  -644.96,    -650.42,  -639.71
2018,  3,        0, 2018.2027,  -659.73,  -644.88,    -662.31,  -647.45,    -659.73,  -644.88
2018,  4,        0, 2018.2877,  -663.38,  -641.78,    -671.96,  -650.36,    -663.38,  -641.78
2018,  5,        0, 2018.3699,  -672.33,  -651.66,    -673.97,  -653.31,    -672.33,  -651.66
2018,  6,        0, 2018.4548,  -663.55,  -653.26,    -666.76,  -656.47,    -663.55,  -653.26
2018,  7,        0, 2018.5370,  -650.84,  -654.16,    -656.30,  -659.62,    -650.84,  -654.16
2018,  8,        0, 2018.6219,  -640.24,  -657.69,    -645.47,  -662.91,    -640.24,  -657.69
2018,  9,        0, 2018.7068,  -634.45,  -659.75,    -640.89,  -666.19,    -634.45,  -659.75
2018, 10,        0, 2018.7890,  -638.12,  -661.25,    -646.13,  -669.27,    -638.12,  -661.25
2018, 11,        0, 2018.8740,  -654.20,  -668.01,    -658.43,  -672.24,    -654.20,  -668.01
2018, 12,        0, 2018.9562,  -768.73,  -770.45,    -673.10,  -674.82,    -768.73,  -770.45
2019,  1,        0, 2019.0411,  -676.33,  -668.78,    -684.58,  -677.03,    -676.33,  -668.78
2019,  2,        0, 2019.1260,  -686.33,  -675.62,    -689.53,  -678.81,    -686.33,  -675.62
2019,  3,        0, 2019.2027,  -690.06,  -675.20,    -695.02,  -680.17,    -690.06,  -675.20
2019,  4,        0, 2019.2877,  -693.51,  -671.92,    -703.09,  -681.49,    -693.51,  -671.92
2019,  5,        0, 2019.3699,  -695.98,  -675.32,    -703.37,  -682.71,    -695.98,  -675.32
2019,  6,        0, 2019.4548,  -693.12,  -682.83,    -694.25,  -683.96,    -693.12,  -682.83
2019,  7,        0, 2019.5370,  -674.28,  -677.60,    -681.90,  -685.22,    -674.28,  -677.60
2019,  8,        0, 2019.6219,  -665.77,  -683.21,    -669.15,  -686.60,    -665.77,  -683.21
2019,  9,        0, 2019.7068,  -660.52,  -685.82,    -662.78,  -688.08,    -660.52,  -685.82
2019, 10,        0, 2019.7890,  -665.05,  -688.18,    -666.49,  -689.62,    -665.05,  -688.18
2019, 11,        0, 2019.8740,  -678.69,  -692.51,    -677.49,  -691.31,    -678.69,  -692.51
2019, 12,        0, 2019.9562,  -689.09,  -690.81,    -691.32,  -693.03,    -689.09,  -690.81
2020,  1,        0, 2020.0410,  -705.13,  -697.58,    -702.44,  -694.90,    -705.13,  -697.58
2020,  2,        0, 2020.1257,  -704.21,  -693.51,    -707.54,  -696.83,    -704.21,  -693.51
2020,  3,        0, 2020.2049,  -711.52,  -696.49,    -713.73,  -698.70,    -711.52,  -696.49
2020,  4,        0, 2020.2896,  -725.55,  -703.85,    -722.44,  -700.75,    -725.55,  -703.85
2020,  5,        0, 2020.3716,  -720.15,  -699.62,    -723.29,  -702.76,    -720.15,  -699.62
2020,  6,        0, 2020.4563,  -714.06,  -704.00,    -714.92,  -704.86,    -714.06,  -704.00
2020,  7,        0, 2020.5383,  -707.37,  -710.91,    -703.35,  -706.89,    -707.37,  -710.91
2020,  8,        0, 2020.6230,  -694.79,  -712.38,    -691.39,  -708.99,    -694.79,  -712.38
2020,  9,        0, 2020.7077,  -688.82,  -714.15,    -685.73,  -711.05,    -688.82,  -714.15
2020, 10,        0, 2020.7896,  -689.38,  -712.47,    -689.93,  -713.03,    -689.38,  -712.47
2020, 11,        0, 2020.8743,  -703.27,  -717.04,    -701.26,  -715.03,    -703.27,  -717.04
2020, 12,        0, 2020.9563,  -711.80,  -713.50,    -715.24,  -716.94,    -711.80,  -713.50
2021,  1,        0, 2021.0411,  -723.25,  -715.70,    -726.45,  -718.90,    -723.25,  -715.70
2021,  2,        0, 2021.1260,  -735.14,  -724.42,    -731.55,  -720.83,    -735.14,  -724.42
2021,  3,        0, 2021.2027,  -743.31,  -728.46,    -737.39,  -722.54,    -743.31,  -728.46
2021,  4,        0, 2021.2877,  -746.06,  -724.46,    -746.00,  -724.41,    -746.06,  -724.46
2021,  5,        0, 2021.3699,  -747.28,  -726.62,    -746.87,  -726.20,    -747.28,  -726.62
2021,  6,        0, 2021.4548,  -734.77,  -724.48,    -738.35,  -728.06,    -734.77,  -724.48
2021,  7,        0, 2021.5370,  -723.97,  -727.29,    -726.56,  -729.88,    -723.97,  -727.29
2021,  8,        0, 2021.6219,  -713.70,  -731.15,    -714.34,  -731.78,    -713.70,  -731.15
2021,  9,        0, 2021.7068,  -712.72,  -738.02,    -708.41,  -733.71,    -712.72,  -738.02
2021, 10,        0, 2021.7890,  -711.81,  -734.95,    -712.46,  -735.60,    -711.81,  -734.95
2021, 11,        0, 2021.8740,  -722.46,  -736.27,    -723.76,  -737.58,    -722.46,  -736.27
2021, 12,        0, 2021.9562,  -735.95,  -737.66,    -737.81,  -739.53,    -735.95,  -737.66
2022,  1,        0, 2022.0411,  -748.66,  -741.10,    -749.14,  -741.58,    -748.66,  -741.10
2022,  2,        0, 2022.1260,  -788.32,  -777.60,    -754.40,  -743.68,    -788.32,  -777.60
2022,  3,        0, 2022.2027,  -754.02,  -739.17,    -760.45,  -745.60,    -754.02,  -739.17
2022,  4,        0, 2022.2877,  -768.36,  -746.77,    -769.37,  -747.77,    -768.36,  -746.77
2022,  5,        0, 2022.3699,  -762.79,  -742.13,    -770.57,  -749.91,    -762.79,  -742.13
2022,  6,        0, 2022.4548,  -767.69,  -757.40,    -762.44,  -752.15,    -767.69,  -757.40
2022,  7,        0, 2022.5370,  -751.06,  -754.38,    -751.01,  -754.33,    -751.06,  -754.38
2022,  8,        0, 2022.6219,  -743.37,  -760.81,    -739.13,  -756.58,    -743.37,  -760.81
2022,  9,        0, 2022.7068,  -732.42,  -757.72,    -733.52,  -758.82,    -732.42,  -757.72
2022, 10,        0, 2022.7890,  -739.86,  -762.99,    -737.85,  -760.98,    -739.86,  -762.99
2022, 11,        0, 2022.8740,  -747.33,  -761.14,    -749.39,  -763.21,    -747.33,  -761.14
2022, 12,        0, 2022.9562,   -99.99,     0.00,    -763.65,  -765.37,    -763.65,  -765.37
