" Monthly averaged cdata for station MLO       
"
""
" /data/instrument/database_active//curves///mloc_mon.csv                                                                                                                                                                                                         
"
""
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats.  Column 5 gives the c concentration in ppm units."
" This is the standard version of the data most often sought.  The monthly values have "
" been adjusted to 24:00 hours on the 15th of each month.  Column 6 gives the same "
" data after a seasonal adjustment to remove the quasi-regular seasonal cycle.  The "
" adjustment involves subtracting from the data a 4-harmonic fit. "
" Column 7 is a smoothed version of the data generated from a stiff"
" cubic spline function plus 4-harmonic functions. Column 8 is the same smoothed "
" version with the seasonal cycle removed. Column 9 is identical to Column 5 except "
" that the missing values from Column 5 have been filled with values from Column 7."
" Column 10 is identical to Column 6 except missing values have been filled with "
" values from Column 8.  Missing values are denoted by -99.99"
"                                                                                           "
   Yr, Mn,    Date,      Date,     CO2,seasonally,        fit,  seasonally,      CO2, seasonally
     ,   ,   Excel,          ,        ,  adjusted,           ,adjusted fit,   filled,adjusted filled
2010,  7,        0, 2010.5370,   390.28,   389.82,     390.36,   389.90,     390.28,   389.82
2010,  8,        0, 2010.6219,   388.10,   390.01,     388.18,   390.09,     388.10,   390.01
2010,  9,        0, 2010.7068,   386.55,   390.11,     386.70,   390.27,     386.55,   390.11
2010, 10,        0, 2010.7890,   387.02,   390.43,     387.02,   390.43,     387.02,   390.43
2010, 11,        0, 2010.8740,   388.53,   390.55,     388.57,   390.60,     388.53,   390.55
2010, 12,        0, 2010.9562,   390.27,   390.94,     390.07,   390.75,     390.27,   390.94
2011,  1,        0, 2011.0411,   392.50,   392.19,     391.21,   390.90,     392.50,   392.19
2011,  2,        0, 2011.1260,   392.86,   391.98,     391.92,   391.04,     392.86,   391.98
2011,  3,        0, 2011.2027,   391.63,   390.08,     392.71,   391.17,     391.63,   390.08
2011,  4,        0, 2011.2877,   394.08,   391.31,     394.08,   391.31,     394.08,   391.31
2011,  5,        0, 2011.3699,   393.95,   390.61,     394.79,   391.45,     393.95,   390.61
2011,  6,        0, 2011.4548,   393.71,   391.32,     393.99,   391.60,     393.71,   391.32
2011,  7,        0, 2011.5370,   392.71,   392.25,     392.21,   391.75,     392.71,   392.25
2011,  8,        0, 2011.6219,   390.20,   392.11,     390.00,   391.91,     390.20,   392.11
2011,  9,        0, 2011.7068,   388.59,   392.15,     388.51,   392.07,     388.59,   392.15
2011, 10,        0, 2011.7890,   389.02,   392.43,     388.81,   392.23,     389.02,   392.43
2011, 11,        0, 2011.8740,   390.36,   392.39,     390.36,   392.39,     390.36,   392.39
2011, 12,        0, 2011.9562,   392.03,   392.70,     391.87,   392.55,     392.03,   392.70
2012,  1,        0, 2012.0410,   392.86,   392.55,     393.03,   392.72,     392.86,   392.55
2012,  2,        0, 2012.1257,   393.39,   392.51,     393.78,   392.91,     393.39,   392.51
2012,  3,        0, 2012.2049,   394.35,   392.78,     394.66,   393.09,     394.35,   392.78
2012,  4,        0, 2012.2896,   396.40,   393.60,     396.09,   393.30,     396.40,   393.60
2012,  5,        0, 2012.3716,   396.76,   393.42,     396.84,   393.50,     396.76,   393.42
2012,  6,        0, 2012.4563,   396.05,   393.69,     396.09,   393.73,     396.05,   393.69
2012,  7,        0, 2012.5383,   394.14,   393.72,     394.37,   393.95,     394.14,   393.72
2012,  8,        0, 2012.6230,   392.39,   394.33,     392.25,   394.19,     392.39,   394.33
2012,  9,        0, 2012.7077,   391.00,   394.57,     390.87,   394.44,     391.00,   394.57
2012, 10,        0, 2012.7896,   391.02,   394.42,     391.28,   394.68,     391.02,   394.42
2012, 11,        0, 2012.8743,   393.24,   395.26,     392.91,   394.93,     393.24,   395.26
2012, 12,        0, 2012.9563,   394.53,   395.21,     394.50,   395.18,     394.53,   395.21
2013,  1,        0, 2013.0411,   395.59,   395.28,     395.74,   395.43,     395.59,   395.28
2013,  2,        0, 2013.1260,   396.65,   395.78,     396.55,   395.67,     396.65,   395.78
2013,  3,        0, 2013.2027,   397.84,   396.30,     397.43,   395.88,     397.84,   396.30
2013,  4,        0, 2013.2877,   398.68,   395.91,     398.88,   396.12,     398.68,   395.91
2013,  5,        0, 2013.3699,   400.01,   396.66,     399.68,   396.33,     400.01,   396.66
2013,  6,        0, 2013.4548,   398.87,   396.48,     398.94,   396.55,     398.87,   396.48
2013,  7,        0, 2013.5370,   397.59,   397.13,     397.20,   396.75,     397.59,   397.13
2013,  8,        0, 2013.6219,   394.86,   396.78,     395.04,   396.95,     394.86,   396.78
2013,  9,        0, 2013.7068,   393.44,   397.01,     393.58,   397.15,     393.44,   397.01
2013, 10,        0, 2013.7890,   393.78,   397.19,     393.92,   397.34,     393.78,   397.19
2013, 11,        0, 2013.8740,   395.32,   397.35,     395.50,   397.53,     395.32,   397.35
2013, 12,        0, 2013.9562,   397.21,   397.89,     397.04,   397.72,     397.21,   397.89
2014,  1,        0, 2014.0411,   398.20,   397.89,     398.22,   397.91,     398.20,   397.89
2014,  2,        0, 2014.1260,   398.14,   397.26,     398.98,   398.10,     398.14,   397.26
2014,  3,        0, 2014.2027,   400.08,   398.54,     399.82,   398.27,     400.08,   398.54
2014,  4,        0, 2014.2877,   401.66,   398.90,     401.23,   398.46,     401.66,   398.90
2014,  5,        0, 2014.3699,   402.14,   398.79,     401.99,   398.64,     402.14,   398.79
2014,  6,        0, 2014.4548,   401.59,   399.19,     401.21,   398.82,     401.59,   399.19
2014,  7,        0, 2014.5370,   398.89,   398.43,     399.45,   398.99,     398.89,   398.43
2014,  8,        0, 2014.6219,   397.19,   399.10,     397.26,   399.17,     397.19,   399.10
2014,  9,        0, 2014.7068,   395.39,   398.96,     395.79,   399.35,     395.39,   398.96
2014, 10,        0, 2014.7890,   396.68,   400.09,     396.11,   399.53,     396.68,   400.09
2014, 11,        0, 2014.8740,   397.85,   399.87,     397.68,   399.70,     397.85,   399.87
2014, 12,        0, 2014.9562,   399.65,   400.32,     399.19,   399.87,     399.65,   400.32
2015,  1,        0, 2015.0411,   400.21,   399.90,     400.35,   400.04,     400.21,   399.90
2015,  2,        0, 2015.1260,   400.44,   399.57,     401.08,   400.20,     400.44,   399.57
2015,  3,        0, 2015.2027,   401.91,   400.37,     401.90,   400.36,     401.91,   400.37
2015,  4,        0, 2015.2877,   404.38,   401.61,     403.30,   400.53,     404.38,   401.61
2015,  5,        0, 2015.3699,   404.50,   401.16,     404.05,   400.70,     404.50,   401.16
2015,  6,        0, 2015.4548,   -99.99,     0.00,     403.28,   400.89,     403.28,   400.89
2015,  7,        0, 2015.5370,   400.30,   399.84,     401.54,   401.08,     400.30,   399.84
2015,  8,        0, 2015.6219,   398.77,   400.68,     399.40,   401.31,     398.77,   400.68
2015,  9,        0, 2015.7068,   397.72,   401.28,     398.00,   401.56,     397.72,   401.28
2015, 10,        0, 2015.7890,   398.10,   401.52,     398.41,   401.82,     398.10,   401.52
2015, 11,        0, 2015.8740,   400.10,   402.12,     400.09,   402.12,     400.10,   402.12
2015, 12,        0, 2015.9562,   401.55,   402.22,     401.73,   402.41,     401.55,   402.22
2016,  1,        0, 2016.0410,   402.63,   402.32,     403.03,   402.72,     402.63,   402.32
2016,  2,        0, 2016.1257,   404.61,   403.73,     403.91,   403.03,     404.61,   403.73
2016,  3,        0, 2016.2049,   404.38,   402.81,     404.89,   403.32,     404.38,   402.81
2016,  4,        0, 2016.2896,   407.44,   404.65,     406.41,   403.62,     407.44,   404.65
2016,  5,        0, 2016.3716,   407.85,   404.51,     407.23,   403.89,     407.85,   404.51
2016,  6,        0, 2016.4563,   406.71,   404.35,     406.51,   404.15,     406.71,   404.35
2016,  7,        0, 2016.5383,   404.77,   404.35,     404.80,   404.38,     404.77,   404.35
2016,  8,        0, 2016.6230,   402.14,   404.08,     402.68,   404.62,     402.14,   404.08
2016,  9,        0, 2016.7077,   400.61,   404.18,     401.28,   404.85,     400.61,   404.18
2016, 10,        0, 2016.7896,   401.50,   404.91,     401.66,   405.06,     401.50,   404.91
2016, 11,        0, 2016.8743,   403.64,   405.66,     403.26,   405.28,     403.64,   405.66
2016, 12,        0, 2016.9563,   404.78,   405.45,     404.81,   405.48,     404.78,   405.45
2017,  1,        0, 2017.0411,   406.77,   406.46,     405.99,   405.68,     406.77,   406.46
2017,  2,        0, 2017.1260,   406.72,   405.84,     406.74,   405.86,     406.72,   405.84
2017,  3,        0, 2017.2027,   407.16,   405.61,     407.56,   406.01,     407.16,   405.61
2017,  4,        0, 2017.2877,   409.28,   406.52,     408.94,   406.18,     409.28,   406.52
2017,  5,        0, 2017.3699,   409.57,   406.23,     409.67,   406.33,     409.57,   406.23
2017,  6,        0, 2017.4548,   409.16,   406.77,     408.87,   406.48,     409.16,   406.77
2017,  7,        0, 2017.5370,   406.97,   406.52,     407.07,   406.62,     406.97,   406.52
2017,  8,        0, 2017.6219,   404.98,   406.89,     404.85,   406.77,     404.98,   406.89
2017,  9,        0, 2017.7068,   402.66,   406.23,     403.35,   406.92,     402.66,   406.23
2017, 10,        0, 2017.7890,   403.47,   406.88,     403.66,   407.07,     403.47,   406.88
2017, 11,        0, 2017.8740,   405.12,   407.14,     405.20,   407.23,     405.12,   407.14
2017, 12,        0, 2017.9562,   406.71,   407.39,     406.72,   407.40,     406.71,   407.39
2018,  1,        0, 2018.0411,   408.29,   407.98,     407.88,   407.57,     408.29,   407.98
2018,  2,        0, 2018.1260,   408.35,   407.47,     408.64,   407.76,     408.35,   407.47
2018,  3,        0, 2018.2027,   409.52,   407.97,     409.47,   407.93,     409.52,   407.97
2018,  4,        0, 2018.2877,   410.38,   407.62,     410.90,   408.13,     410.38,   407.62
2018,  5,        0, 2018.3699,   411.92,   408.58,     411.68,   408.34,     411.92,   408.58
2018,  6,        0, 2018.4548,   410.79,   408.40,     410.95,   408.56,     410.79,   408.40
2018,  7,        0, 2018.5370,   409.08,   408.63,     409.23,   408.78,     409.08,   408.63
2018,  8,        0, 2018.6219,   407.18,   409.09,     407.10,   409.01,     407.18,   409.09
2018,  9,        0, 2018.7068,   405.44,   409.01,     405.69,   409.25,     405.44,   409.01
2018, 10,        0, 2018.7890,   405.97,   409.38,     406.08,   409.49,     405.97,   409.38
2018, 11,        0, 2018.8740,   408.45,   410.48,     407.71,   409.73,     408.45,   410.48
2018, 12,        0, 2018.9562,   409.24,   409.92,     409.29,   409.97,     409.24,   409.92
2019,  1,        0, 2019.0411,   410.61,   410.30,     410.52,   410.21,     410.61,   410.30
2019,  2,        0, 2019.1260,   411.66,   410.78,     411.33,   410.45,     411.66,   410.78
2019,  3,        0, 2019.2027,   411.95,   410.40,     412.20,   410.66,     411.95,   410.40
2019,  4,        0, 2019.2877,   413.31,   410.54,     413.66,   410.89,     413.31,   410.54
2019,  5,        0, 2019.3699,   414.87,   411.53,     414.45,   411.11,     414.87,   411.53
2019,  6,        0, 2019.4548,   414.31,   411.92,     413.73,   411.34,     414.31,   411.92
2019,  7,        0, 2019.5370,   411.59,   411.14,     412.00,   411.55,     411.59,   411.14
2019,  8,        0, 2019.6219,   409.82,   411.73,     409.86,   411.77,     409.82,   411.73
2019,  9,        0, 2019.7068,   408.58,   412.15,     408.43,   411.99,     408.58,   412.15
2019, 10,        0, 2019.7890,   408.58,   411.99,     408.79,   412.20,     408.58,   411.99
2019, 11,        0, 2019.8740,   410.23,   412.26,     410.40,   412.43,     410.23,   412.26
2019, 12,        0, 2019.9562,   411.91,   412.59,     411.96,   412.64,     411.91,   412.59
2020,  1,        0, 2020.0410,   413.61,   413.30,     413.17,   412.86,     413.61,   413.30
2020,  2,        0, 2020.1257,   413.80,   412.93,     413.95,   413.07,     413.80,   412.93
2020,  3,        0, 2020.2049,   414.65,   413.08,     414.84,   413.27,     414.65,   413.08
2020,  4,        0, 2020.2896,   416.32,   413.52,     416.28,   413.48,     416.32,   413.52
2020,  5,        0, 2020.3716,   416.56,   413.21,     417.03,   413.69,     416.56,   413.21
2020,  6,        0, 2020.4563,   416.37,   414.01,     416.25,   413.89,     416.37,   414.01
2020,  7,        0, 2020.5383,   414.87,   414.45,     414.50,   414.08,     414.87,   414.45
2020,  8,        0, 2020.6230,   412.70,   414.64,     412.33,   414.27,     412.70,   414.64
2020,  9,        0, 2020.7077,   411.51,   415.08,     410.89,   414.46,     411.51,   415.08
2020, 10,        0, 2020.7896,   410.68,   414.09,     411.23,   414.63,     410.68,   414.09
2020, 11,        0, 2020.8743,   412.99,   415.01,     412.79,   414.81,     412.99,   415.01
2020, 12,        0, 2020.9563,   413.96,   414.64,     414.30,   414.97,     413.96,   414.64
2021,  1,        0, 2021.0411,   415.21,   414.90,     415.46,   415.15,     415.21,   414.90
2021,  2,        0, 2021.1260,   416.41,   415.53,     416.20,   415.32,     416.41,   415.53
2021,  3,        0, 2021.2027,   417.15,   415.61,     417.02,   415.48,     417.15,   415.61
2021,  4,        0, 2021.2877,   418.25,   415.48,     418.42,   415.65,     418.25,   415.48
2021,  5,        0, 2021.3699,   419.39,   416.04,     419.17,   415.82,     419.39,   416.04
2021,  6,        0, 2021.4548,   418.09,   415.70,     418.40,   416.01,     418.09,   415.70
2021,  7,        0, 2021.5370,   416.61,   416.15,     416.64,   416.18,     416.61,   416.15
2021,  8,        0, 2021.6219,   414.23,   416.15,     414.45,   416.37,     414.23,   416.15
2021,  9,        0, 2021.7068,   413.28,   416.84,     412.99,   416.55,     413.28,   416.84
2021, 10,        0, 2021.7890,   413.47,   416.88,     413.32,   416.73,     413.47,   416.88
2021, 11,        0, 2021.8740,   414.75,   416.78,     414.88,   416.91,     414.75,   416.78
2021, 12,        0, 2021.9562,   416.36,   417.03,     416.40,   417.08,     416.36,   417.03
2022,  1,        0, 2022.0411,   418.25,   417.94,     417.56,   417.25,     418.25,   417.94
2022,  2,        0, 2022.1260,   419.75,   418.87,     418.30,   417.43,     419.75,   418.87
2022,  3,        0, 2022.2027,   418.62,   417.08,     419.12,   417.58,     418.62,   417.08
2022,  4,        0, 2022.2877,   420.27,   417.50,     420.52,   417.75,     420.27,   417.50
2022,  5,        0, 2022.3699,   420.32,   416.98,     421.27,   417.92,     420.32,   416.98
2022,  6,        0, 2022.4548,   420.86,   418.47,     420.50,   418.11,     420.86,   418.47
2022,  7,        0, 2022.5370,   417.51,   417.06,     418.75,   418.30,     417.51,   417.06
2022,  8,        0, 2022.6219,   416.85,   418.77,     416.58,   418.49,     416.85,   418.77
2022,  9,        0, 2022.7068,   415.65,   419.21,     415.13,   418.69,     415.65,   419.21
2022, 10,        0, 2022.7890,   415.31,   418.72,     415.47,   418.89,     415.31,   418.72
2022, 11,        0, 2022.8740,   417.13,   419.15,     417.06,   419.09,     417.13,   419.15
2022, 12,        0, 2022.9562,   -99.99,     0.00,     418.60,   419.28,     418.60,   419.28
