" Monthly averaged odata for station CGO       
"
""
" /data/instrument/database_active//curves///cgoo_mon.csv                                                                                                                                                                                                         
"
""
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats.  Column 5 gives the o concentration in per-meg units."
" This is the standard version of the data most often sought.  The monthly values have "
" been adjusted to 24:00 hours on the 15th of each month.  Column 6 gives the same "
" data after a seasonal adjustment to remove the quasi-regular seasonal cycle.  The "
" adjustment involves subtracting from the data a 4-harmonic fit. "
" Column 7 is a smoothed version of the data generated from a stiff"
" cubic spline function plus 4-harmonic functions. Column 8 is the same smoothed "
" version with the seasonal cycle removed. Column 9 is identical to Column 5 except "
" that the missing values from Column 5 have been filled with values from Column 7."
" Column 10 is identical to Column 6 except missing values have been filled with "
" values from Column 8.  Missing values are denoted by -99.99"
"                                                                                           "
   Yr, Mn,    Date,      Date,     CO2,seasonally,        fit,  seasonally,      CO2, seasonally
     ,   ,   Excel,          ,        ,  adjusted,           ,adjusted fit,   filled,adjusted filled
2008,  4,        0, 2008.2896,  -376.37,  -394.94,    -377.83,  -396.40,    -376.37,  -394.94
2008,  5,        0, 2008.3716,  -391.10,  -397.93,    -391.51,  -398.34,    -391.10,  -397.93
2008,  6,        0, 2008.4563,  -405.73,  -400.96,    -405.01,  -400.24,    -405.73,  -400.96
2008,  7,        0, 2008.5383,  -414.30,  -399.10,    -417.17,  -401.98,    -414.30,  -399.10
2008,  8,        0, 2008.6230,  -436.73,  -409.12,    -431.27,  -403.66,    -436.73,  -409.12
2008,  9,        0, 2008.7077,  -440.78,  -406.26,    -439.75,  -405.22,    -440.78,  -406.26
2008, 10,        0, 2008.7896,  -434.87,  -406.93,    -434.56,  -406.62,    -434.87,  -406.93
2008, 11,        0, 2008.8743,  -417.28,  -406.10,    -419.14,  -407.97,    -417.28,  -406.10
2008, 12,        0, 2008.9563,  -402.48,  -411.17,    -400.50,  -409.19,    -402.48,  -411.17
2009,  1,        0, 2009.0411,  -385.40,  -412.10,    -383.69,  -410.38,    -385.40,  -412.10
2009,  2,        0, 2009.1260,   -99.99,     0.00,    -378.48,  -411.53,    -378.48,  -411.53
2009,  3,        0, 2009.2027,  -385.33,  -413.98,    -383.89,  -412.53,    -385.33,  -413.98
2009,  4,        0, 2009.2877,  -394.91,  -413.73,    -394.82,  -413.64,    -394.91,  -413.73
2009,  5,        0, 2009.3699,  -408.70,  -415.78,    -407.64,  -414.72,    -408.70,  -415.78
2009,  6,        0, 2009.4548,  -417.56,  -412.98,    -420.46,  -415.88,    -417.56,  -412.98
2009,  7,        0, 2009.5370,  -432.25,  -417.22,    -432.09,  -417.07,    -432.25,  -417.22
2009,  8,        0, 2009.6219,  -444.61,  -417.14,    -445.86,  -418.40,    -444.61,  -417.14
2009,  9,        0, 2009.7068,  -455.16,  -420.63,    -454.36,  -419.83,    -455.16,  -420.63
2009, 10,        0, 2009.7890,  -446.85,  -418.83,    -449.35,  -421.33,    -446.85,  -418.83
2009, 11,        0, 2009.8740,  -428.60,  -417.35,    -434.26,  -423.00,    -428.60,  -417.35
2009, 12,        0, 2009.9562,  -419.65,  -428.31,    -416.08,  -424.74,    -419.65,  -428.31
2010,  1,        0, 2010.0411,  -396.05,  -422.74,    -399.98,  -426.67,    -396.05,  -422.74
2010,  2,        0, 2010.1260,  -392.54,  -425.59,    -395.68,  -428.73,    -392.54,  -425.59
2010,  3,        0, 2010.2027,  -399.09,  -427.73,    -402.04,  -430.69,    -399.09,  -427.73
2010,  4,        0, 2010.2877,   -99.99,     0.00,    -414.12,  -432.94,    -414.12,  -432.94
2010,  5,        0, 2010.3699,  -430.97,  -438.06,    -428.11,  -435.19,    -430.97,  -438.06
2010,  6,        0, 2010.4548,  -438.67,  -434.09,    -442.13,  -437.55,    -438.67,  -434.09
2010,  7,        0, 2010.5370,  -458.20,  -443.18,    -454.85,  -439.83,    -458.20,  -443.18
2010,  8,        0, 2010.6219,  -470.12,  -442.65,    -469.63,  -442.17,    -470.12,  -442.65
2010,  9,        0, 2010.7068,  -485.32,  -450.80,    -478.96,  -444.43,    -485.32,  -450.80
2010, 10,        0, 2010.7890,   -99.99,     0.00,    -474.55,  -446.53,    -474.55,  -446.53
2010, 11,        0, 2010.8740,  -459.21,  -447.95,    -459.84,  -448.59,    -459.21,  -447.95
2010, 12,        0, 2010.9562,  -444.08,  -452.74,    -441.82,  -450.48,    -444.08,  -452.74
2011,  1,        0, 2011.0411,  -419.19,  -445.88,    -425.64,  -452.33,    -419.19,  -445.88
2011,  2,        0, 2011.1260,  -428.55,  -461.60,    -421.05,  -454.10,    -428.55,  -461.60
2011,  3,        0, 2011.2027,  -425.40,  -454.05,    -426.98,  -455.62,    -425.40,  -454.05
2011,  4,        0, 2011.2877,  -438.84,  -457.66,    -438.44,  -457.27,    -438.84,  -457.66
2011,  5,        0, 2011.3699,  -452.00,  -459.08,    -451.75,  -458.83,    -452.00,  -459.08
2011,  6,        0, 2011.4548,  -465.07,  -460.49,    -465.03,  -460.45,    -465.07,  -460.49
2011,  7,        0, 2011.5370,  -475.92,  -460.90,    -477.05,  -462.03,    -475.92,  -460.90
2011,  8,        0, 2011.6219,  -481.92,  -454.45,    -491.17,  -463.71,    -481.92,  -454.45
2011,  9,        0, 2011.7068,  -496.11,  -461.58,    -499.97,  -465.44,    -496.11,  -461.58
2011, 10,        0, 2011.7890,  -497.37,  -469.35,    -495.22,  -467.20,    -497.37,  -469.35
2011, 11,        0, 2011.8740,  -484.14,  -472.88,    -480.32,  -469.06,    -484.14,  -472.88
2011, 12,        0, 2011.9562,  -460.96,  -469.62,    -462.26,  -470.92,    -460.96,  -469.62
2012,  1,        0, 2012.0410,  -443.64,  -470.32,    -446.21,  -472.88,    -443.64,  -470.32
2012,  2,        0, 2012.1257,  -438.67,  -471.71,    -441.85,  -474.89,    -438.67,  -471.71
2012,  3,        0, 2012.2049,  -450.00,  -478.44,    -448.38,  -476.81,    -450.00,  -478.44
2012,  4,        0, 2012.2896,  -461.78,  -480.35,    -460.33,  -478.90,    -461.78,  -480.35
2012,  5,        0, 2012.3716,  -474.41,  -481.24,    -474.11,  -480.94,    -474.41,  -481.24
2012,  6,        0, 2012.4563,  -487.30,  -482.53,    -487.84,  -483.07,    -487.30,  -482.53
2012,  7,        0, 2012.5383,  -500.32,  -485.13,    -500.34,  -485.14,    -500.32,  -485.13
2012,  8,        0, 2012.6230,  -523.24,  -495.63,    -514.89,  -487.28,    -523.24,  -495.63
2012,  9,        0, 2012.7077,  -517.97,  -483.44,    -523.94,  -489.41,    -517.97,  -483.44
2012, 10,        0, 2012.7896,  -517.38,  -489.44,    -519.42,  -491.49,    -517.38,  -489.44
2012, 11,        0, 2012.8743,  -501.44,  -490.26,    -504.83,  -493.65,    -501.44,  -490.26
2012, 12,        0, 2012.9563,  -487.52,  -496.21,    -487.07,  -495.76,    -487.52,  -496.21
2013,  1,        0, 2013.0411,  -479.90,  -506.60,    -471.24,  -497.93,    -479.90,  -506.60
2013,  2,        0, 2013.1260,  -458.93,  -491.98,    -467.04,  -500.08,    -458.93,  -491.98
2013,  3,        0, 2013.2027,  -490.01,  -518.65,    -473.36,  -502.01,    -490.01,  -518.65
2013,  4,        0, 2013.2877,  -484.06,  -502.88,    -485.29,  -504.11,    -484.06,  -502.88
2013,  5,        0, 2013.3699,  -497.54,  -504.62,    -499.05,  -506.14,    -497.54,  -504.62
2013,  6,        0, 2013.4548,  -513.83,  -509.25,    -512.81,  -508.23,    -513.83,  -509.25
2013,  7,        0, 2013.5370,  -518.38,  -503.36,    -525.28,  -510.26,    -518.38,  -503.36
2013,  8,        0, 2013.6219,  -540.60,  -513.14,    -539.84,  -512.37,    -540.60,  -513.14
2013,  9,        0, 2013.7068,  -541.61,  -507.08,    -549.03,  -514.51,    -541.61,  -507.08
2013, 10,        0, 2013.7890,  -545.08,  -517.05,    -544.61,  -516.59,    -545.08,  -517.05
2013, 11,        0, 2013.8740,  -525.30,  -514.05,    -529.97,  -518.72,    -525.30,  -514.05
2013, 12,        0, 2013.9562,  -519.07,  -527.73,    -512.07,  -520.73,    -519.07,  -527.73
2014,  1,        0, 2014.0411,  -504.88,  -531.57,    -496.03,  -522.72,    -504.88,  -531.57
2014,  2,        0, 2014.1260,  -492.00,  -525.05,    -491.56,  -524.61,    -492.00,  -525.05
2014,  3,        0, 2014.2027,  -500.02,  -528.66,    -497.59,  -526.23,    -500.02,  -528.66
2014,  4,        0, 2014.2877,  -508.95,  -527.78,    -509.14,  -527.96,    -508.95,  -527.78
2014,  5,        0, 2014.3699,  -525.80,  -532.88,    -522.50,  -529.59,    -525.80,  -532.88
2014,  6,        0, 2014.4548,  -534.49,  -529.91,    -535.83,  -531.25,    -534.49,  -529.91
2014,  7,        0, 2014.5370,  -547.86,  -532.84,    -547.90,  -532.88,    -547.86,  -532.84
2014,  8,        0, 2014.6219,  -565.32,  -537.86,    -562.10,  -534.63,    -565.32,  -537.86
2014,  9,        0, 2014.7068,  -568.02,  -533.49,    -571.01,  -536.48,    -568.02,  -533.49
2014, 10,        0, 2014.7890,  -551.16,  -523.13,    -566.44,  -538.42,    -551.16,  -523.13
2014, 11,        0, 2014.8740,  -548.65,  -537.39,    -551.85,  -540.59,    -548.65,  -537.39
2014, 12,        0, 2014.9562,  -530.17,  -538.83,    -534.21,  -542.87,    -530.17,  -538.83
2015,  1,        0, 2015.0411,  -513.15,  -539.84,    -518.71,  -545.40,    -513.15,  -539.84
2015,  2,        0, 2015.1260,  -514.39,  -547.44,    -515.03,  -548.08,    -514.39,  -547.44
2015,  3,        0, 2015.2027,  -524.52,  -553.16,    -521.94,  -550.58,    -524.52,  -553.16
2015,  4,        0, 2015.2877,  -536.76,  -555.59,    -534.58,  -553.40,    -536.76,  -555.59
2015,  5,        0, 2015.3699,  -550.49,  -557.58,    -549.06,  -556.15,    -550.49,  -557.58
2015,  6,        0, 2015.4548,  -562.72,  -558.14,    -563.55,  -558.97,    -562.72,  -558.14
2015,  7,        0, 2015.5370,  -585.18,  -570.16,    -576.70,  -561.68,    -585.18,  -570.16
2015,  8,        0, 2015.6219,  -590.67,  -563.20,    -591.90,  -564.43,    -590.67,  -563.20
2015,  9,        0, 2015.7068,  -597.44,  -562.92,    -601.67,  -567.14,    -597.44,  -562.92
2015, 10,        0, 2015.7890,  -598.34,  -570.31,    -597.73,  -569.71,    -598.34,  -570.31
2015, 11,        0, 2015.8740,  -588.77,  -577.51,    -583.55,  -572.29,    -588.77,  -577.51
2015, 12,        0, 2015.9562,  -565.18,  -573.85,    -566.03,  -574.69,    -565.18,  -573.85
2016,  1,        0, 2016.0410,  -550.07,  -576.75,    -550.40,  -577.07,    -550.07,  -576.75
2016,  2,        0, 2016.1257,  -545.60,  -578.64,    -546.30,  -579.35,    -545.60,  -578.64
2016,  3,        0, 2016.2049,  -556.22,  -584.66,    -552.95,  -581.38,    -556.22,  -584.66
2016,  4,        0, 2016.2896,  -563.08,  -581.65,    -564.90,  -583.47,    -563.08,  -581.65
2016,  5,        0, 2016.3716,  -578.70,  -585.54,    -578.56,  -585.39,    -578.70,  -585.54
2016,  6,        0, 2016.4563,  -594.03,  -589.26,    -592.06,  -587.29,    -594.03,  -589.26
2016,  7,        0, 2016.5383,  -608.90,  -593.71,    -604.24,  -589.04,    -608.90,  -593.71
2016,  8,        0, 2016.6230,  -622.67,  -595.06,    -618.38,  -590.77,    -622.67,  -595.06
2016,  9,        0, 2016.7077,  -619.21,  -584.68,    -626.96,  -592.43,    -619.21,  -584.68
2016, 10,        0, 2016.7896,  -623.22,  -595.28,    -621.96,  -594.03,    -623.22,  -595.28
2016, 11,        0, 2016.8743,  -601.48,  -590.30,    -606.85,  -595.67,    -601.48,  -590.30
2016, 12,        0, 2016.9563,  -592.84,  -601.53,    -588.60,  -597.29,    -592.84,  -601.53
2017,  1,        0, 2017.0411,  -565.35,  -592.04,    -572.30,  -598.99,    -565.35,  -592.04
2017,  2,        0, 2017.1260,  -567.03,  -600.07,    -567.71,  -600.75,    -567.03,  -600.07
2017,  3,        0, 2017.2027,  -574.11,  -602.76,    -573.75,  -602.39,    -574.11,  -602.76
2017,  4,        0, 2017.2877,  -580.98,  -599.80,    -585.45,  -604.27,    -580.98,  -599.80
2017,  5,        0, 2017.3699,  -594.12,  -601.20,    -599.06,  -606.14,    -594.12,  -601.20
2017,  6,        0, 2017.4548,  -618.82,  -614.24,    -612.72,  -608.14,    -618.82,  -614.24
2017,  7,        0, 2017.5370,  -622.01,  -606.99,    -625.15,  -610.13,    -622.01,  -606.99
2017,  8,        0, 2017.6219,  -639.74,  -612.27,    -639.70,  -612.23,    -639.74,  -612.27
2017,  9,        0, 2017.7068,  -648.36,  -613.84,    -648.91,  -614.38,    -648.36,  -613.84
2017, 10,        0, 2017.7890,  -639.18,  -611.15,    -644.53,  -616.51,    -639.18,  -611.15
2017, 11,        0, 2017.8740,  -631.21,  -619.95,    -630.01,  -618.75,    -631.21,  -619.95
2017, 12,        0, 2017.9562,  -606.46,  -615.12,    -612.30,  -620.96,    -606.46,  -615.12
2018,  1,        0, 2018.0411,  -604.90,  -631.60,    -596.56,  -623.26,    -604.90,  -631.60
2018,  2,        0, 2018.1260,  -596.06,  -629.11,    -592.50,  -625.54,    -596.06,  -629.11
2018,  3,        0, 2018.2027,  -600.75,  -629.39,    -598.94,  -627.59,    -600.75,  -629.39
2018,  4,        0, 2018.2877,  -609.82,  -628.65,    -611.01,  -629.83,    -609.82,  -628.65
2018,  5,        0, 2018.3699,  -619.87,  -626.96,    -624.91,  -632.00,    -619.87,  -626.96
2018,  6,        0, 2018.4548,   -99.99,     0.00,    -638.82,  -634.24,    -638.82,  -634.24
2018,  7,        0, 2018.5370,  -649.71,  -634.69,    -651.43,  -636.41,    -649.71,  -634.69
2018,  8,        0, 2018.6219,  -660.67,  -633.20,    -666.13,  -638.66,    -660.67,  -633.20
2018,  9,        0, 2018.7068,  -682.94,  -648.41,    -675.42,  -640.89,    -682.94,  -648.41
2018, 10,        0, 2018.7890,  -672.40,  -644.38,    -671.04,  -643.02,    -672.40,  -644.38
2018, 11,        0, 2018.8740,  -667.45,  -656.19,    -656.44,  -645.18,    -667.45,  -656.19
2018, 12,        0, 2018.9562,  -628.10,  -636.76,    -638.57,  -647.24,    -628.10,  -636.76
2019,  1,        0, 2019.0411,  -626.26,  -652.95,    -622.64,  -649.34,    -626.26,  -652.95
2019,  2,        0, 2019.1260,  -620.91,  -653.96,    -618.37,  -651.42,    -620.91,  -653.96
2019,  3,        0, 2019.2027,  -617.22,  -645.86,    -624.65,  -653.29,    -617.22,  -645.86
2019,  4,        0, 2019.2877,  -639.37,  -658.20,    -636.55,  -655.37,    -639.37,  -658.20
2019,  5,        0, 2019.3699,  -647.08,  -654.16,    -650.29,  -657.38,    -647.08,  -654.16
2019,  6,        0, 2019.4548,  -658.80,  -654.22,    -664.02,  -659.44,    -658.80,  -654.22
2019,  7,        0, 2019.5370,  -683.61,  -668.59,    -676.42,  -661.40,    -683.61,  -668.59
2019,  8,        0, 2019.6219,  -698.35,  -670.88,    -690.85,  -663.39,    -698.35,  -670.88
2019,  9,        0, 2019.7068,  -697.14,  -662.62,    -699.85,  -665.32,    -697.14,  -662.62
2019, 10,        0, 2019.7890,  -694.65,  -666.63,    -695.19,  -667.17,    -694.65,  -666.63
2019, 11,        0, 2019.8740,  -681.92,  -670.67,    -680.33,  -669.07,    -681.92,  -670.67
2019, 12,        0, 2019.9562,  -664.83,  -673.49,    -662.26,  -670.93,    -664.83,  -673.49
2020,  1,        0, 2020.0410,  -635.43,  -662.11,    -646.21,  -672.89,    -635.43,  -662.11
2020,  2,        0, 2020.1257,  -637.09,  -670.14,    -641.88,  -674.92,    -637.09,  -670.14
2020,  3,        0, 2020.2049,  -645.20,  -673.63,    -648.47,  -676.91,    -645.20,  -673.63
2020,  4,        0, 2020.2896,  -659.06,  -677.63,    -660.54,  -679.10,    -659.06,  -677.63
2020,  5,        0, 2020.3716,  -675.85,  -682.69,    -674.45,  -681.28,    -675.85,  -682.69
2020,  6,        0, 2020.4563,  -692.18,  -687.42,    -688.34,  -683.57,    -692.18,  -687.42
2020,  7,        0, 2020.5383,   -99.99,     0.00,    -701.00,  -685.80,    -701.00,  -685.80
2020,  8,        0, 2020.6230,  -716.09,  -688.49,    -715.74,  -688.13,    -716.09,  -688.49
2020,  9,        0, 2020.7077,  -720.58,  -686.05,    -724.99,  -690.46,    -720.58,  -686.05
2020, 10,        0, 2020.7896,  -722.23,  -694.30,    -720.66,  -692.73,    -722.23,  -694.30
2020, 11,        0, 2020.8743,  -703.79,  -692.62,    -706.25,  -695.07,    -703.79,  -692.62
2020, 12,        0, 2020.9563,  -694.53,  -703.22,    -688.64,  -697.33,    -694.53,  -703.22
2021,  1,        0, 2021.0411,  -669.90,  -696.59,    -672.98,  -699.67,    -669.90,  -696.59
2021,  2,        0, 2021.1260,  -660.70,  -693.74,    -668.96,  -702.00,    -660.70,  -693.74
2021,  3,        0, 2021.2027,  -681.67,  -710.31,    -675.46,  -704.10,    -681.67,  -710.31
2021,  4,        0, 2021.2877,  -685.82,  -704.65,    -687.56,  -706.39,    -685.82,  -704.65
2021,  5,        0, 2021.3699,  -704.05,  -711.13,    -701.48,  -708.56,    -704.05,  -711.13
2021,  6,        0, 2021.4548,   -99.99,     0.00,    -715.35,  -710.77,    -715.35,  -710.77
2021,  7,        0, 2021.5370,  -728.63,  -713.60,    -727.90,  -712.88,    -728.63,  -713.60
2021,  8,        0, 2021.6219,  -746.19,  -718.72,    -742.50,  -715.04,    -746.19,  -718.72
2021,  9,        0, 2021.7068,  -747.42,  -712.90,    -751.71,  -717.19,    -747.42,  -712.90
2021, 10,        0, 2021.7890,  -742.04,  -714.02,    -747.31,  -719.29,    -742.04,  -714.02
2021, 11,        0, 2021.8740,  -722.40,  -711.14,    -732.75,  -721.50,    -722.40,  -711.14
2021, 12,        0, 2021.9562,   -99.99,     0.00,    -715.01,  -723.67,    -715.01,  -723.67
2022,  1,        0, 2022.0411,  -718.50,  -745.20,    -699.25,  -725.94,    -718.50,  -745.20
2022,  2,        0, 2022.1260,   -99.99,     0.00,    -695.14,  -728.19,    -695.14,  -728.19
2022,  3,        0, 2022.2027,  -691.80,  -720.45,    -701.54,  -730.19,    -691.80,  -720.45
2022,  4,        0, 2022.2877,  -713.43,  -732.26,    -713.55,  -732.37,    -713.43,  -732.26
2022,  5,        0, 2022.3699,  -728.66,  -735.74,    -727.37,  -734.45,    -728.66,  -735.74
2022,  6,        0, 2022.4548,  -746.52,  -741.94,    -741.13,  -736.54,    -746.52,  -741.94
2022,  7,        0, 2022.5370,  -756.80,  -741.78,    -753.53,  -738.51,    -756.80,  -741.78
2022,  8,        0, 2022.6219,  -766.51,  -739.05,    -767.95,  -740.49,    -766.51,  -739.05
2022,  9,        0, 2022.7068,  -777.35,  -742.83,    -776.96,  -742.44,    -777.35,  -742.83
2022, 10,        0, 2022.7890,  -765.14,  -737.12,    -772.34,  -744.32,    -765.14,  -737.12
2022, 11,        0, 2022.8740,  -759.27,  -748.01,    -757.53,  -746.27,    -759.27,  -748.01
2022, 12,        0, 2022.9562,   -99.99,     0.00,    -739.50,  -748.16,    -739.50,  -748.16
