" Monthly averaged cdata for station CGO       
"
""
" /data/instrument/database_active//curves///cgoc_mon.csv                                                                                                                                                                                                         
"
""
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats.  Column 5 gives the c concentration in ppm units."
" This is the standard version of the data most often sought.  The monthly values have "
" been adjusted to 24:00 hours on the 15th of each month.  Column 6 gives the same "
" data after a seasonal adjustment to remove the quasi-regular seasonal cycle.  The "
" adjustment involves subtracting from the data a 4-harmonic fit. "
" Column 7 is a smoothed version of the data generated from a stiff"
" cubic spline function plus 4-harmonic functions. Column 8 is the same smoothed "
" version with the seasonal cycle removed. Column 9 is identical to Column 5 except "
" that the missing values from Column 5 have been filled with values from Column 7."
" Column 10 is identical to Column 6 except missing values have been filled with "
" values from Column 8.  Missing values are denoted by -99.99"
"                                                                                           "
   Yr, Mn,    Date,      Date,     CO2,seasonally,        fit,  seasonally,      CO2, seasonally
     ,   ,   Excel,          ,        ,  adjusted,           ,adjusted fit,   filled,adjusted filled
2010,  1,        0, 2010.0411,   384.89,   385.11,     384.95,   385.18,     384.89,   385.11
2010,  2,        0, 2010.1260,   384.83,   385.20,     384.98,   385.35,     384.83,   385.20
2010,  3,        0, 2010.2027,   384.66,   385.14,     385.02,   385.50,     384.66,   385.14
2010,  4,        0, 2010.2877,   -99.99,     0.00,     385.26,   385.68,     385.26,   385.68
2010,  5,        0, 2010.3699,   385.40,   385.69,     385.57,   385.86,     385.40,   385.69
2010,  6,        0, 2010.4548,   385.87,   385.98,     385.93,   386.04,     385.87,   385.98
2010,  7,        0, 2010.5370,   386.58,   386.33,     386.46,   386.21,     386.58,   386.33
2010,  8,        0, 2010.6219,   387.03,   386.50,     386.92,   386.39,     387.03,   386.50
2010,  9,        0, 2010.7068,   387.33,   386.80,     387.09,   386.56,     387.33,   386.80
2010, 10,        0, 2010.7890,   -99.99,     0.00,     387.15,   386.72,     387.15,   386.72
2010, 11,        0, 2010.8740,   387.32,   387.11,     387.07,   386.87,     387.32,   387.11
2010, 12,        0, 2010.9562,   386.99,   387.07,     386.93,   387.01,     386.99,   387.07
2011,  1,        0, 2011.0411,   -99.99,     0.00,     386.92,   387.15,     386.92,   387.15
2011,  2,        0, 2011.1260,   386.96,   387.33,     386.92,   387.28,     386.96,   387.33
2011,  3,        0, 2011.2027,   386.80,   387.29,     386.92,   387.40,     386.80,   387.29
2011,  4,        0, 2011.2877,   387.23,   387.65,     387.12,   387.54,     387.23,   387.65
2011,  5,        0, 2011.3699,   387.12,   387.41,     387.38,   387.67,     387.12,   387.41
2011,  6,        0, 2011.4548,   387.73,   387.83,     387.71,   387.81,     387.73,   387.83
2011,  7,        0, 2011.5370,   388.18,   387.93,     388.20,   387.95,     388.18,   387.93
2011,  8,        0, 2011.6219,   388.22,   387.69,     388.63,   388.10,     388.22,   387.69
2011,  9,        0, 2011.7068,   388.97,   388.45,     388.79,   388.26,     388.97,   388.45
2011, 10,        0, 2011.7890,   388.99,   388.56,     388.85,   388.41,     388.99,   388.56
2011, 11,        0, 2011.8740,   388.89,   388.69,     388.78,   388.58,     388.89,   388.69
2011, 12,        0, 2011.9562,   388.80,   388.88,     388.66,   388.74,     388.80,   388.88
2012,  1,        0, 2012.0410,   388.73,   388.95,     388.69,   388.91,     388.73,   388.95
2012,  2,        0, 2012.1257,   388.70,   389.06,     388.73,   389.10,     388.70,   389.06
2012,  3,        0, 2012.2049,   388.75,   389.24,     388.79,   389.27,     388.75,   389.24
2012,  4,        0, 2012.2896,   389.00,   389.42,     389.06,   389.47,     389.00,   389.42
2012,  5,        0, 2012.3716,   389.08,   389.37,     389.39,   389.68,     389.08,   389.37
2012,  6,        0, 2012.4563,   389.54,   389.65,     389.80,   389.90,     389.54,   389.65
2012,  7,        0, 2012.5383,   390.31,   390.05,     390.39,   390.13,     390.31,   390.05
2012,  8,        0, 2012.6230,   391.02,   390.49,     390.91,   390.38,     391.02,   390.49
2012,  9,        0, 2012.7077,   391.34,   390.81,     391.16,   390.63,     391.34,   390.81
2012, 10,        0, 2012.7896,   391.33,   390.89,     391.31,   390.88,     391.33,   390.89
2012, 11,        0, 2012.8743,   391.28,   391.08,     391.34,   391.14,     391.28,   391.08
2012, 12,        0, 2012.9563,   391.24,   391.32,     391.31,   391.39,     391.24,   391.32
2013,  1,        0, 2013.0411,   391.30,   391.53,     391.42,   391.65,     391.30,   391.53
2013,  2,        0, 2013.1260,   391.38,   391.75,     391.54,   391.90,     391.38,   391.75
2013,  3,        0, 2013.2027,   392.16,   392.65,     391.65,   392.13,     392.16,   392.65
2013,  4,        0, 2013.2877,   392.06,   392.48,     391.96,   392.38,     392.06,   392.48
2013,  5,        0, 2013.3699,   392.42,   392.71,     392.32,   392.61,     392.42,   392.71
2013,  6,        0, 2013.4548,   393.00,   393.11,     392.72,   392.83,     393.00,   393.11
2013,  7,        0, 2013.5370,   393.50,   393.25,     393.29,   393.04,     393.50,   393.25
2013,  8,        0, 2013.6219,   393.94,   393.41,     393.76,   393.24,     393.94,   393.41
2013,  9,        0, 2013.7068,   393.80,   393.27,     393.95,   393.42,     393.80,   393.27
2013, 10,        0, 2013.7890,   394.20,   393.76,     394.03,   393.59,     394.20,   393.76
2013, 11,        0, 2013.8740,   393.88,   393.68,     393.96,   393.76,     393.88,   393.68
2013, 12,        0, 2013.9562,   393.84,   393.92,     393.83,   393.92,     393.84,   393.92
2014,  1,        0, 2014.0411,   393.90,   394.13,     393.84,   394.07,     393.90,   394.13
2014,  2,        0, 2014.1260,   394.26,   394.63,     393.84,   394.21,     394.26,   394.63
2014,  3,        0, 2014.2027,   393.90,   394.39,     393.85,   394.34,     393.90,   394.39
2014,  4,        0, 2014.2877,   393.91,   394.33,     394.05,   394.48,     393.91,   394.33
2014,  5,        0, 2014.3699,   394.37,   394.66,     394.32,   394.61,     394.37,   394.66
2014,  6,        0, 2014.4548,   394.57,   394.67,     394.64,   394.75,     394.57,   394.67
2014,  7,        0, 2014.5370,   -99.99,     0.00,     395.14,   394.89,     395.14,   394.89
2014,  8,        0, 2014.6219,   395.69,   395.16,     395.56,   395.04,     395.69,   395.16
2014,  9,        0, 2014.7068,   395.61,   395.08,     395.72,   395.19,     395.61,   395.08
2014, 10,        0, 2014.7890,   395.57,   395.14,     395.79,   395.36,     395.57,   395.14
2014, 11,        0, 2014.8740,   395.64,   395.44,     395.74,   395.54,     395.64,   395.44
2014, 12,        0, 2014.9562,   395.51,   395.59,     395.65,   395.73,     395.51,   395.59
2015,  1,        0, 2015.0411,   395.39,   395.62,     395.71,   395.93,     395.39,   395.62
2015,  2,        0, 2015.1260,   395.83,   396.19,     395.79,   396.16,     395.83,   396.19
2015,  3,        0, 2015.2027,   395.74,   396.22,     395.88,   396.37,     395.74,   396.22
2015,  4,        0, 2015.2877,   396.37,   396.79,     396.19,   396.61,     396.37,   396.79
2015,  5,        0, 2015.3699,   396.67,   396.96,     396.57,   396.86,     396.67,   396.96
2015,  6,        0, 2015.4548,   397.27,   397.38,     397.01,   397.11,     397.27,   397.38
2015,  7,        0, 2015.5370,   397.47,   397.22,     397.62,   397.37,     397.47,   397.22
2015,  8,        0, 2015.6219,   397.75,   397.23,     398.17,   397.64,     397.75,   397.23
2015,  9,        0, 2015.7068,   398.34,   397.81,     398.45,   397.92,     398.34,   397.81
2015, 10,        0, 2015.7890,   398.59,   398.15,     398.63,   398.20,     398.59,   398.15
2015, 11,        0, 2015.8740,   398.44,   398.24,     398.69,   398.48,     398.44,   398.24
2015, 12,        0, 2015.9562,   398.53,   398.61,     398.68,   398.76,     398.53,   398.61
2016,  1,        0, 2016.0410,   398.50,   398.73,     398.83,   399.05,     398.50,   398.73
2016,  2,        0, 2016.1257,   399.06,   399.43,     398.97,   399.34,     399.06,   399.43
2016,  3,        0, 2016.2049,   -99.99,     0.00,     399.11,   399.59,     399.11,   399.59
2016,  4,        0, 2016.2896,   399.73,   400.15,     399.44,   399.85,     399.73,   400.15
2016,  5,        0, 2016.3716,   400.17,   400.45,     399.80,   400.09,     400.17,   400.45
2016,  6,        0, 2016.4563,   400.62,   400.72,     400.21,   400.31,     400.62,   400.72
2016,  7,        0, 2016.5383,   401.19,   400.94,     400.76,   400.51,     401.19,   400.94
2016,  8,        0, 2016.6230,   401.38,   400.85,     401.22,   400.69,     401.38,   400.85
2016,  9,        0, 2016.7077,   401.47,   400.94,     401.39,   400.86,     401.47,   400.94
2016, 10,        0, 2016.7896,   401.77,   401.34,     401.44,   401.01,     401.77,   401.34
2016, 11,        0, 2016.8743,   401.09,   400.89,     401.36,   401.16,     401.09,   400.89
2016, 12,        0, 2016.9563,   401.04,   401.12,     401.22,   401.30,     401.04,   401.12
2017,  1,        0, 2017.0411,   400.84,   401.06,     401.22,   401.45,     400.84,   401.06
2017,  2,        0, 2017.1260,   400.93,   401.30,     401.24,   401.61,     400.93,   401.30
2017,  3,        0, 2017.2027,   401.20,   401.68,     401.27,   401.76,     401.20,   401.68
2017,  4,        0, 2017.2877,   401.29,   401.71,     401.51,   401.93,     401.29,   401.71
2017,  5,        0, 2017.3699,   401.63,   401.92,     401.83,   402.12,     401.63,   401.92
2017,  6,        0, 2017.4548,   401.96,   402.07,     402.21,   402.31,     401.96,   402.07
2017,  7,        0, 2017.5370,   402.64,   402.39,     402.76,   402.52,     402.64,   402.39
2017,  8,        0, 2017.6219,   403.28,   402.75,     403.26,   402.73,     403.28,   402.75
2017,  9,        0, 2017.7068,   403.49,   402.96,     403.48,   402.95,     403.49,   402.96
2017, 10,        0, 2017.7890,   403.73,   403.29,     403.60,   403.17,     403.73,   403.29
2017, 11,        0, 2017.8740,   403.81,   403.61,     403.59,   403.39,     403.81,   403.61
2017, 12,        0, 2017.9562,   403.31,   403.39,     403.52,   403.60,     403.31,   403.39
2018,  1,        0, 2018.0411,   403.86,   404.09,     403.59,   403.82,     403.86,   404.09
2018,  2,        0, 2018.1260,   404.03,   404.39,     403.66,   404.03,     404.03,   404.39
2018,  3,        0, 2018.2027,   403.88,   404.36,     403.72,   404.21,     403.88,   404.36
2018,  4,        0, 2018.2877,   404.08,   404.50,     403.98,   404.40,     404.08,   404.50
2018,  5,        0, 2018.3699,   404.25,   404.54,     404.29,   404.58,     404.25,   404.54
2018,  6,        0, 2018.4548,   -99.99,     0.00,     404.65,   404.76,     404.65,   404.76
2018,  7,        0, 2018.5370,   405.21,   404.96,     405.18,   404.93,     405.21,   404.96
2018,  8,        0, 2018.6219,   405.83,   405.30,     405.64,   405.11,     405.83,   405.30
2018,  9,        0, 2018.7068,   405.99,   405.46,     405.82,   405.29,     405.99,   405.46
2018, 10,        0, 2018.7890,   406.01,   405.57,     405.90,   405.47,     406.01,   405.57
2018, 11,        0, 2018.8740,   405.66,   405.46,     405.85,   405.65,     405.66,   405.46
2018, 12,        0, 2018.9562,   405.64,   405.72,     405.76,   405.84,     405.64,   405.72
2019,  1,        0, 2019.0411,   405.42,   405.65,     405.82,   406.05,     405.42,   405.65
2019,  2,        0, 2019.1260,   405.40,   405.77,     405.90,   406.27,     405.40,   405.77
2019,  3,        0, 2019.2027,   405.60,   406.08,     405.99,   406.48,     405.60,   406.08
2019,  4,        0, 2019.2877,   406.10,   406.52,     406.30,   406.72,     406.10,   406.52
2019,  5,        0, 2019.3699,   406.36,   406.65,     406.67,   406.96,     406.36,   406.65
2019,  6,        0, 2019.4548,   407.30,   407.41,     407.11,   407.21,     407.30,   407.41
2019,  7,        0, 2019.5370,   408.06,   407.81,     407.70,   407.45,     408.06,   407.81
2019,  8,        0, 2019.6219,   408.40,   407.87,     408.22,   407.69,     408.40,   407.87
2019,  9,        0, 2019.7068,   408.63,   408.10,     408.45,   407.92,     408.63,   408.10
2019, 10,        0, 2019.7890,   408.65,   408.21,     408.56,   408.12,     408.65,   408.21
2019, 11,        0, 2019.8740,   408.76,   408.56,     408.53,   408.33,     408.76,   408.56
2019, 12,        0, 2019.9562,   408.55,   408.63,     408.44,   408.52,     408.55,   408.63
2020,  1,        0, 2020.0410,   408.18,   408.41,     408.48,   408.70,     408.18,   408.41
2020,  2,        0, 2020.1257,   408.34,   408.70,     408.52,   408.89,     408.34,   408.70
2020,  3,        0, 2020.2049,   408.51,   409.00,     408.57,   409.05,     408.51,   409.00
2020,  4,        0, 2020.2896,   408.72,   409.14,     408.81,   409.23,     408.72,   409.14
2020,  5,        0, 2020.3716,   409.09,   409.38,     409.11,   409.40,     409.09,   409.38
2020,  6,        0, 2020.4563,   409.42,   409.53,     409.47,   409.58,     409.42,   409.53
2020,  7,        0, 2020.5383,   410.03,   409.77,     410.00,   409.74,     410.03,   409.77
2020,  8,        0, 2020.6230,   410.61,   410.08,     410.44,   409.91,     410.61,   410.08
2020,  9,        0, 2020.7077,   410.54,   410.01,     410.61,   410.08,     410.54,   410.01
2020, 10,        0, 2020.7896,   410.71,   410.27,     410.68,   410.24,     410.71,   410.27
2020, 11,        0, 2020.8743,   410.71,   410.51,     410.61,   410.41,     410.71,   410.51
2020, 12,        0, 2020.9563,   410.83,   410.92,     410.49,   410.57,     410.83,   410.92
2021,  1,        0, 2021.0411,   410.72,   410.95,     410.51,   410.74,     410.72,   410.95
2021,  2,        0, 2021.1260,   410.32,   410.69,     410.54,   410.91,     410.32,   410.69
2021,  3,        0, 2021.2027,   410.13,   410.62,     410.59,   411.07,     410.13,   410.62
2021,  4,        0, 2021.2877,   410.83,   411.25,     410.84,   411.26,     410.83,   411.25
2021,  5,        0, 2021.3699,   411.18,   411.47,     411.16,   411.45,     411.18,   411.47
2021,  6,        0, 2021.4548,   -99.99,     0.00,     411.55,   411.66,     411.55,   411.66
2021,  7,        0, 2021.5370,   412.06,   411.81,     412.12,   411.87,     412.06,   411.81
2021,  8,        0, 2021.6219,   412.52,   411.99,     412.61,   412.08,     412.52,   411.99
2021,  9,        0, 2021.7068,   412.92,   412.39,     412.84,   412.31,     412.92,   412.39
2021, 10,        0, 2021.7890,   412.71,   412.27,     412.96,   412.52,     412.71,   412.27
2021, 11,        0, 2021.8740,   412.88,   412.68,     412.95,   412.74,     412.88,   412.68
2021, 12,        0, 2021.9562,   -99.99,     0.00,     412.87,   412.96,     412.87,   412.96
2022,  1,        0, 2022.0411,   414.76,   414.99,     412.94,   413.17,     414.76,   414.99
2022,  2,        0, 2022.1260,   -99.99,     0.00,     413.00,   413.37,     413.00,   413.37
2022,  3,        0, 2022.2027,   412.89,   413.38,     413.06,   413.54,     412.89,   413.38
2022,  4,        0, 2022.2877,   413.42,   413.84,     413.30,   413.73,     413.42,   413.84
2022,  5,        0, 2022.3699,   413.46,   413.75,     413.61,   413.90,     413.46,   413.75
2022,  6,        0, 2022.4548,   413.93,   414.04,     413.97,   414.07,     413.93,   414.04
2022,  7,        0, 2022.5370,   414.32,   414.07,     414.49,   414.24,     414.32,   414.07
2022,  8,        0, 2022.6219,   414.88,   414.35,     414.94,   414.41,     414.88,   414.35
2022,  9,        0, 2022.7068,   415.11,   414.58,     415.12,   414.59,     415.11,   414.58
2022, 10,        0, 2022.7890,   415.11,   414.68,     415.19,   414.75,     415.11,   414.68
2022, 11,        0, 2022.8740,   415.18,   414.98,     415.13,   414.93,     415.18,   414.98
2022, 12,        0, 2022.9562,   -99.99,     0.00,     415.01,   415.10,     415.01,   415.10
