hour_cor	ratio_strict
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0008416756048146824
8.0	0.006203498174101534
9.0	0.014148550325038523
10.0	0.016371136764363418
11.0	0.02348716760710208
12.0	0.01495340482244749
13.0	0.01753958422182057
14.0	0.006120445560423122
15.0	0.005413772420331637
16.0	0.0037026088917466865
17.0	0.001394082105290396
18.0	0.000154162950238402
19.0	0.0
