WL,ALB
300.0,0.02254975848709682
310.0,0.022561998969109622
320.0,0.022501134520994823
330.0,0.02229607992914134
340.0,0.021971691401704997
350.0,0.02162831685235126
360.0,0.021276958194324454
370.0,0.020969961653034424
380.0,0.020683354793723713
390.0,0.020419928080681393
404.5,0.020047909785739507
414.5,0.019628723044033142
424.5,0.019271890622612312
434.5,0.018952826217565236
444.5,0.018746081571205542
454.5,0.018869646936140533
464.5,0.019235513080254975
474.5,0.01941050033913071
484.5,0.019834515017460523
494.5,0.022079544350877948
504.5,0.029270823978980887
514.5,0.04705872924369247
524.5,0.07404620518753921
534.5,0.08346592434687168
544.5,0.07633346207022512
554.5,0.06969733804427539
564.5,0.060369992682059385
574.5,0.048610567896885164
584.5,0.0408426889749577
594.5,0.036896896044680355
604.5,0.03415551410038507
614.5,0.030175633298664833
624.5,0.0274413899617164
634.5,0.026051198718441273
644.5,0.02240529157249638
652.0,0.02016948130290098
657.0,0.019094403319549792
662.0,0.017700172971309304
667.0,0.01660117261864915
672.0,0.016100475773186806
677.0,0.01597244665968107
682.0,0.016375480698200724
687.0,0.01876429016405
692.0,0.02684169317246672
697.0,0.043972846215739186
702.0,0.06878133908752435
707.0,0.09663249695803589
712.0,0.1254459570115134
717.0,0.1552043965198141
722.0,0.1863302964980658
727.0,0.21725750932660548
732.0,0.24652976119676953
737.0,0.27170882929703893
742.0,0.29133732656516775
747.0,0.3050360311204155
752.0,0.31409052127445614
757.0,0.32236661786661
762.0,0.32754986440345835
767.0,0.336534632034912
774.5,0.3444177852457806
792.0,0.3461180696767352
817.0,0.34480093323298716
842.0,0.3438378338078745
867.0,0.3430586305350429
892.0,0.3418053813522122
917.0,0.34006853783550656
942.0,0.33453675828918944
967.0,0.3283041371392431
992.0,0.3293918876136409
1017.0,0.33270852425614267
1042.0,0.33576669539838716
1067.0,0.33692887537123595
1092.0,0.3358136829078319
1117.0,0.3324593089718656
1142.0,0.31986688063182017
1167.0,0.30842230926836045
1192.0,0.30690119514481035
1217.0,0.30683656950677224
1242.0,0.30489596724630635
1267.0,0.3013039113479742
1292.0,0.2956043748769054
1317.0,0.28567181214222503
1342.0,0.2639330197951019
1367.0,0.23648833403056785
1392.0,0.1631498447412411
1417.0,0.10341619185827468
1442.0,0.08785013155577538
1467.0,0.09068103235918627
1492.0,0.10660995303143993
1517.0,0.12765853697007082
1542.0,0.14774845458185215
1567.0,0.1630861096175924
1592.0,0.17565229006734567
1617.0,0.18675380023968488
1642.0,0.19332820362508263
1667.0,0.1908346300734662
1692.0,0.1806608135399956
1717.0,0.16985603818907385
1742.0,0.1658077999732061
1767.0,0.16162634030231815
1792.0,0.1617709439587566
1817.0,0.16350730965283966
1842.0,0.15979780804241098
1867.0,0.11911412544134789
1892.0,0.04223973242242093
1917.0,0.02243005919192096
1942.0,0.022456951037825634
1967.0,0.028299887169286938
1992.0,0.03750004965621179
2017.0,0.047049033625446254
2042.0,0.05300661452172801
2067.0,0.057399758875136465
2092.0,0.06291744468118614
2117.0,0.06775268988203109
2142.0,0.07156647240005891
2167.0,0.07455866088525072
2192.0,0.07887195592639629
2217.0,0.08191195390416244
2242.0,0.07600329986088461
2267.0,0.06347524884854236
2292.0,0.05529882720909864
2317.0,0.05085417047675129
2342.0,0.04726160500767638
2367.0,0.04424707746307256
2390.0,0.040906152575895756
