hour_cor	ratio_raw
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.008126266237635562
8.0	0.05567200223924803
9.0	0.10330962637113318
10.0	0.08106058085764663
11.0	0.06157893865934175
12.0	0.03782151354225607
13.0	0.04390988539360831
14.0	0.032011299284111554
15.0	0.03224271036898013
16.0	0.0523576324025513
17.0	0.025213155477351826
18.0	0.006970367678636319
19.0	0.0
20.0	0.0
