%-------
%  /data/instrument/database_active/output/station_average/mlo_av.csv
% From Archive Dated 16-Dec-2022 17:43:43
%
% Aspirated and Non-aspirated sample mean flask results for Station MLO
%
% Column 1 is the sample date in YYYY-MM-DD format. 
%
% Column 2 is the sample time in HH:MM format. 
%
% Column 3 is the date in decimal format. 
%
% Column 4 is a flag for identifying uncertainty in the reported sampling time.
%   All sampling date/times are nominally corrected to UTC. But in some cases
%   the relevant correction is uncertain due to incomplete information on the
%   original sample log sheets. In this case Column 8 gives the (assumed)
%   correction applied (in hours). The flag is otherwise set to "UTC" indicating
%   that the time is not uncertain.
%
% Column 5 is a 3-letter station identifier.
%
%
% Licor:  CO2 concentration (ppm) as measured on Licor; corrected for
%     non-linearity and primary drift
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% Siemens: CO2 concentration (ppm) as measured on Siemens; corrected for
%     non-linearity and primary drift
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% 44/28: CO2 concentration (ppm) as calculated from reduced ratio 40/28
%     on ISOPRIME; corrected for primary drift and interferences
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% Interf:  delta O2/N2 from interferometer; corrected for CO2 interference
%     and primary drift
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% 32/28; delta 32/28 (per meg) on ISOPRIME; corrected for primary drift
%     and interferences
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% 40/28: delta  40/28 (per meg) on ISOPRIME; corrected for primary drift
%     and interferences
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% APO: Atmospheric potential oxygen calculated from Siemens CO2 and Interferometer O2 as
%        APO =O2 + (1.1/0.20946)*(CO2-350) 
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
%
%     Date,  Time, T-Decimal,Zone,Sta,   Licor, N,  SD, Siemens, N,  SD,   44/28, N,  SD,  Interf, N,  SD,   32/28, N,  SD,   40/28, N,  SD,     APO, N,  SD
%-------
2003-06-04, 19:20, 2003.4241, UTC,MLO,  378.64, 3,0.11,  378.73, 3,0.11,  378.43, 2,0.17, -326.62, 3,2.37, -324.43, 3,2.79,    1.70, 3,7.40, -175.74, 6,2.48
2003-06-18, 19:31, 2003.4625, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2003-07-02, 19:23, 2003.5008, UTC,MLO,  377.24, 2,0.03,  377.35, 2,0.26,  377.16, 2,0.07, -321.77, 2,4.62, -318.79, 2,3.32,    6.78, 2,5.81, -178.17, 4,4.88
2003-07-16, 19:18, 2003.5392, UTC,MLO,  376.62, 3,0.05,  376.72, 3,0.10,  376.60, 2,0.14, -313.74, 3,3.59, -312.93, 3,0.85,    6.08, 3,1.69, -173.40, 6,3.69
2003-07-30, 19:22, 2003.5776, UTC,MLO,  376.16, 2,0.01,  376.12, 3,0.04,  375.89, 3,0.13, -296.32, 3,1.54, -289.84, 3,1.97,   72.17, 3,4.97, -159.15, 6,1.58
2003-08-13, 19:26, 2003.6159, UTC,MLO,  375.05, 2,0.21,  375.09, 2,0.16,  375.01, 2,0.16, -305.49, 3,3.03, -299.92, 3,1.53,   17.48, 3,3.37, -173.73, 5,3.19
2003-08-26, 19:22, 2003.6515, UTC,MLO,  374.46, 3,0.09,  374.53, 3,0.04,  374.42, 3,0.12, -296.83, 3,3.34, -298.15, 3,3.58,   23.61, 3,8.20, -168.00, 6,3.38
2003-09-10, 19:20, 2003.6926, UTC,MLO,  372.84, 3,0.10,  372.88, 3,0.02,  372.75, 3,0.09, -296.71, 3,1.40, -292.33, 3,1.41,   17.21, 3,3.29, -176.57, 6,1.42
2003-09-24, 19:24, 2003.7310, UTC,MLO,  373.51, 3,0.16,  373.60, 3,0.09,  373.58, 2,0.16, -303.36, 3,0.63, -296.70, 3,1.41,   16.83, 3,5.63, -179.44, 6,0.72
2003-10-08, 19:30, 2003.7693, UTC,MLO,  372.80, 3,0.15,  372.78, 3,0.05,  372.75, 3,0.15, -297.61, 3,0.09, -294.93, 3,1.05,    3.45, 3,3.89, -177.98, 6,0.15
2003-10-22, 19:24, 2003.8077, UTC,MLO,  373.44, 3,0.08,  373.59, 3,0.10,  373.35, 3,0.11, -302.81, 3,1.58, -297.90, 3,1.90,    9.55, 3,2.98, -178.95, 6,1.68
2003-11-05, 19:39, 2003.8461, UTC,MLO,  374.63, 3,0.10,  374.74, 3,0.01,  374.55, 3,0.13, -291.84, 3,4.20, -292.48, 3,3.81,   61.89, 3,17.47, -161.93, 6,4.22
2003-11-19, 19:26, 2003.8844, UTC,MLO,  374.25, 2,0.02,  374.46, 3,0.04,  374.12, 2,0.04, -305.91, 3,3.23, -301.55, 3,1.33,   12.29, 3,6.63, -177.47, 6,3.27
2003-12-03, 19:25, 2003.9228, UTC,MLO,  375.27, 3,0.08,  375.28, 3,0.07,  375.19, 3,0.11, -311.07, 3,2.45, -310.73, 3,0.75,   18.45, 3,7.66, -178.31, 6,2.52
2003-12-17, 19:27, 2003.9611, UTC,MLO,  376.01, 2,0.08,  376.09, 2,0.12,  375.90, 2,0.14, -314.06, 2,2.54, -307.22, 3,1.43,   38.52, 3,7.30, -177.08, 4,2.66
2003-12-31, 19:27, 2003.9995, UTC,MLO,  376.33, 2,0.06,  376.21, 3,0.08,  376.27, 2,0.04, -321.07, 3,4.95, -315.76, 3,1.45,    8.03, 3,2.79, -183.41, 6,5.03
2004-01-14, 19:26, 2004.0377, UTC,MLO,  376.76, 2,0.01,  376.67, 3,0.03,  376.69, 2,0.01, -319.44, 3,2.75, -319.54, 3,1.07,    8.65, 3,2.22, -179.37, 6,2.78
2004-01-28, 19:23, 2004.0760, UTC,MLO,  377.12, 2,0.15,  377.32, 3,0.15,  376.95, 2,0.11, -330.61, 3,2.52, -328.29, 3,1.19,   11.00, 3,5.77, -187.12, 6,2.68
2004-02-11, 19:21, 2004.1142, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2004-02-25, 19:25, 2004.1525, UTC,MLO,  377.62, 2,0.01,  377.61, 3,0.08,  377.52, 2,0.11, -334.55, 1,0.00, -328.00, 3,0.12,    3.90, 3,1.69, -189.55, 4,0.08
2004-03-10, 19:22, 2004.1907, UTC,MLO,  379.36, 2,0.16,  379.42, 2,0.10,  379.28, 2,0.16, -359.85, 3,3.89, -357.26, 3,0.30,    5.31, 3,3.38, -205.35, 5,3.99
2004-03-24, 19:26, 2004.2290, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00, -338.75, 2,1.05, -335.60, 2,2.97,   10.36, 2,11.31,     NaN, 2,1.05
2004-04-07, 19:26, 2004.2672, UTC,MLO,  380.72, 2,0.21,  380.89, 2,0.06,  380.56, 2,0.29, -348.75, 2,1.14, -349.56, 2,1.34,   21.22, 2,2.11, -186.51, 4,1.20
2004-04-21, 19:27, 2004.3055, UTC,MLO,  380.69, 2,0.32,  380.85, 2,0.11,     NaN, 0,0.00, -361.84, 2,5.62,     NaN, 0,0.00,   -2.36, 3,12.06, -199.82, 4,5.73
2004-05-05, 19:24, 2004.3437, UTC,MLO,  380.76, 2,0.08,  381.07, 2,0.11,  380.65, 2,0.10, -355.07, 2,0.10, -351.43, 2,3.54,   -2.34, 2,4.84, -191.90, 4,0.21
2004-05-19, 19:23, 2004.3820, UTC,MLO,  379.28, 2,0.13,  379.65, 3,0.06,  379.07, 2,0.13, -339.06, 3,4.77, -339.15, 2,0.26,   -2.84, 3,19.55, -183.37, 6,4.83
2004-06-02, 19:25, 2004.4202, UTC,MLO,  380.31, 2,0.04,  380.23, 3,0.09,  380.21, 2,0.07, -347.50, 3,4.81, -343.83, 3,1.93,   -0.53, 3,3.41, -188.76, 6,4.90
2004-06-16, 19:19, 2004.4585, UTC,MLO,  379.83, 2,0.28,  380.01, 2,0.03,  379.68, 2,0.35, -347.56, 2,4.21, -346.46, 2,1.60,   -3.99, 2,2.43, -189.96, 4,4.24
2004-06-30, 19:55, 2004.4968, UTC,MLO,  379.24, 3,0.14,  379.44, 3,0.00,  379.11, 3,0.14, -332.69, 2,2.16, -331.86, 3,3.21,   18.48, 3,1.43, -178.07, 5,2.17
2004-07-14, 19:35, 2004.5350, UTC,MLO,  376.50, 2,0.23,  376.29, 3,0.14,  376.39, 2,0.22, -329.51, 2,1.67, -327.23, 3,1.64,   -3.41, 3,5.49, -191.43, 5,1.81
2004-07-28, 19:35, 2004.5733, UTC,MLO,  376.75, 2,0.23,  376.42, 2,0.10,  376.67, 2,0.26, -328.60, 2,2.81, -320.76, 3,1.49,   16.26, 3,9.95, -189.85, 4,2.91
2004-08-11, 19:26, 2004.6115, UTC,MLO,  375.80, 2,0.21,  376.16, 3,0.14,  375.62, 2,0.22, -319.86, 3,1.78, -318.81, 3,0.96,    9.64, 3,4.23, -182.47, 6,1.91
2004-08-25, 19:26, 2004.6498, UTC,MLO,  375.31, 2,0.15,  375.15, 2,0.31,  375.22, 2,0.16, -317.21, 2,2.85, -316.72, 2,0.81,   21.84, 2,14.62, -185.13, 4,3.16
2004-09-08, 19:24, 2004.6880, UTC,MLO,  374.94, 2,0.02,  374.57, 2,0.10,  374.87, 2,0.03, -321.63, 2,0.60, -315.35, 3,2.12,    8.13, 3,4.44, -192.60, 4,0.70
2004-09-21, 19:20, 2004.7235, UTC,MLO,  373.81, 2,0.15,  374.02, 3,0.11,  373.62, 2,0.16, -312.13, 3,2.63, -306.83, 3,2.49,   19.83, 3,3.23, -185.97, 6,2.75
2004-10-06, 19:25, 2004.7645, UTC,MLO,  374.34, 2,0.07,  374.15, 3,0.06,  374.26, 2,0.03, -313.34, 3,2.27, -313.61, 3,2.71,   14.91, 3,2.65, -186.51, 6,2.33
2004-11-17, 19:25, 2004.8793, UTC,MLO,  376.38, 2,0.08,  376.39, 2,0.01,  376.20, 2,0.11, -327.81, 2,3.90, -325.16, 2,3.68,   15.63, 2,4.70, -189.19, 4,3.91
2004-12-01, 19:23, 2004.9175, UTC,MLO,  377.55, 3,0.14,  377.38, 3,0.15,  377.37, 3,0.11, -335.99, 3,1.41, -333.12, 3,0.62,   28.48, 3,2.90, -192.18, 6,1.57
2004-12-15, 19:22, 2004.9558, UTC,MLO,  377.51, 3,0.04,  377.50, 3,0.13,  377.40, 3,0.05, -330.67, 3,1.52, -328.69, 3,2.02,   23.32, 3,7.80, -186.27, 6,1.66
2004-12-29, 19:22, 2004.9940, UTC,MLO,  377.81, 3,0.12,  377.52, 2,0.04,  377.66, 3,0.15, -334.12, 2,0.47, -335.29, 3,1.05,   10.99, 3,5.96, -189.59, 4,0.52
2005-01-13, 20:15, 2005.0352, UTC,MLO,  378.90, 3,0.09,  378.91, 3,0.05,  378.78, 3,0.07, -349.60, 3,1.59, -346.34, 3,0.98,   15.41, 3,7.58, -197.78, 6,1.64
2005-01-26, 19:18, 2005.0707, UTC,MLO,  378.86, 3,0.02,  378.90, 3,0.03,  378.86, 3,0.03, -343.43, 1,0.00, -345.12, 3,1.02,   11.74, 3,5.89, -191.66, 4,0.03
2005-02-09, 19:18, 2005.1091, UTC,MLO,  379.21, 2,0.13,  379.28, 2,0.30,  379.12, 2,0.01, -351.12, 2,0.30, -348.10, 2,0.32,   10.59, 2,1.13, -197.33, 4,0.60
2005-02-23, 19:24, 2005.1474, UTC,MLO,  381.06, 2,0.11,  381.07, 2,0.03,  381.00, 2,0.12, -364.69, 2,7.87, -362.85, 2,2.60,   18.01, 2,0.78, -201.52, 4,7.90
2005-03-09, 19:26, 2005.1858, UTC,MLO,  379.39, 3,0.04,  379.41, 3,0.09,  379.39, 3,0.04, -344.99, 3,2.48, -344.93, 3,2.33,   20.53, 3,8.64, -190.56, 6,2.57
2005-03-23, 19:30, 2005.2241, UTC,MLO,  380.60, 3,0.09,  380.58, 3,0.07,  380.59, 3,0.08, -353.39, 2,0.93, -356.99, 2,2.88,   22.61, 3,2.73, -192.81, 5,1.00
2005-04-06, 19:27, 2005.2625, UTC,MLO,  382.66, 3,0.01,  382.64, 3,0.03,  382.60, 3,0.01, -372.42, 3,1.39, -371.58, 3,0.92,   16.25, 3,1.52, -200.99, 6,1.42
2005-04-19, 19:14, 2005.2981, UTC,MLO,  382.35, 3,0.08,  382.42, 3,0.04,  382.29, 3,0.08, -368.48, 3,3.17, -368.66, 3,2.46,    9.55, 3,3.28, -198.21, 6,3.21
2005-05-04, 19:29, 2005.3392, UTC,MLO,  381.52, 3,0.02,  381.54, 3,0.06,  381.50, 3,0.03, -363.23, 3,4.83, -363.97, 3,1.23,    4.56, 3,5.80, -197.61, 6,4.90
2005-05-18, 19:26, 2005.3776, UTC,MLO,  382.37, 3,0.07,  382.41, 3,0.08,  382.33, 3,0.08, -359.74, 3,4.78, -362.66, 3,3.52,   15.16, 3,5.28, -189.51, 6,4.87
2005-06-01, 19:28, 2005.4159, UTC,MLO,  383.16, 3,0.05,  383.17, 3,0.08,  383.11, 3,0.02, -377.54, 2,3.57, -370.91, 3,0.89,   18.25, 3,0.92, -203.33, 5,3.65
2005-06-15, 19:24, 2005.4543, UTC,MLO,  382.20, 3,0.10,  382.21, 3,0.03,  382.17, 3,0.12, -364.21, 3,4.10, -359.46, 3,2.09,   11.44, 3,7.80, -195.08, 6,4.13
2005-06-29, 21:39, 2005.4929, UTC,MLO,  380.98, 3,0.05,  380.98, 3,0.05,  380.97, 3,0.08, -357.44, 2,0.11, -352.10, 3,1.02,   26.25, 3,3.52, -194.75, 5,0.16
2005-07-13, 19:24, 2005.5310, UTC,MLO,  381.63, 3,0.05,  381.65, 3,0.02,  381.60, 3,0.05, -358.54, 3,3.23, -356.58, 3,0.92,   23.90, 3,2.63, -192.31, 6,3.26
2005-07-27, 19:31, 2005.5694, UTC,MLO,  380.02, 3,0.06,  380.03, 3,0.01,  380.00, 3,0.08, -348.83, 3,1.41, -347.53, 3,3.26,   13.36, 3,8.93, -191.14, 6,1.42
2005-08-10, 19:23, 2005.6077, UTC,MLO,  378.57, 3,0.08,  378.53, 3,0.01,  378.53, 3,0.08, -346.22, 3,1.42, -343.26, 3,1.09,    9.83, 3,3.37, -196.40, 6,1.44
2005-08-24, 19:25, 2005.6461, UTC,MLO,  377.81, 3,0.04,  377.79, 3,0.06,  377.82, 3,0.04, -340.63, 3,1.75, -336.18, 3,1.74,   23.24, 3,6.14, -194.67, 6,1.82
2005-09-08, 05:28, 2005.6856, UTC,MLO,  378.05, 3,0.06,  378.02, 3,0.06,  378.05, 3,0.08, -336.04, 2,5.61, -337.79, 3,1.51,   17.13, 3,1.13, -188.87, 5,5.67
2005-09-21, 19:25, 2005.7228, UTC,MLO,  376.08, 3,0.05,  376.03, 3,0.06,  376.11, 3,0.05, -328.23, 3,1.84, -330.54, 3,2.32,    5.33, 3,5.68, -191.51, 6,1.90
2005-10-05, 19:23, 2005.7611, UTC,MLO,  376.90, 3,0.07,  376.75, 3,0.04,  376.89, 3,0.08, -336.44, 3,3.68, -335.10, 3,3.28,   20.05, 3,9.36, -195.96, 6,3.72
2005-10-19, 19:29, 2005.7995, UTC,MLO,  377.42, 2,0.13,  377.32, 2,0.13,  377.44, 2,0.14, -339.53, 2,3.83, -337.12, 2,0.69,   22.35, 2,2.40, -196.06, 4,3.95
2005-11-02, 19:22, 2005.8378, UTC,MLO,  377.64, 3,0.09,  377.60, 3,0.06,  377.56, 2,0.11, -337.27, 3,1.60, -337.53, 3,1.78,   28.67, 3,3.28, -192.34, 6,1.66
2005-11-16, 19:35, 2005.8762, UTC,MLO,  379.09, 3,0.08,  379.05, 3,0.14,  379.06, 3,0.08, -348.05, 3,3.41, -342.76, 3,2.20,   36.02, 3,10.76, -195.47, 6,3.55
2005-11-30, 19:23, 2005.9145, UTC,MLO,  379.12, 3,0.03,  379.07, 3,0.03,  379.10, 3,0.04, -352.84, 3,0.62, -348.27, 3,1.84,   19.26, 3,3.56, -200.17, 6,0.65
2005-12-14, 19:23, 2005.9529, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2005-12-28, 19:26, 2005.9913, UTC,MLO,  380.57, 2,0.04,  380.60, 2,0.06,  380.55, 2,0.05, -366.11, 3,2.74, -361.30, 3,1.18,   86.07, 3,1.52, -205.41, 5,2.80
2006-01-11, 19:24, 2006.0296, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2006-01-25, 20:17, 2006.0681, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2006-02-15, 19:29, 2006.1255, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2006-02-28, 01:25, 2006.1591, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2006-03-08, 19:27, 2006.1830, UTC,MLO,  382.98, 3,0.06,  383.10, 3,0.01,  382.94, 3,0.05, -386.73, 3,4.14, -391.09, 3,1.34,   -8.53, 3,3.61, -212.92, 6,4.14
2006-03-29, 20:34, 2006.2407, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2006-04-05, 19:27, 2006.2598, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2006-04-19, 19:24, 2006.2981, UTC,MLO,  384.80, 3,0.02,  384.81, 3,0.04,  384.76, 3,0.06, -401.73, 2,1.94, -400.28, 3,0.13,   12.28, 3,1.22, -218.94, 5,1.98
2006-05-17, 19:35, 2006.3748, UTC,MLO,  385.42, 3,0.03,  385.53, 3,0.03,  385.38, 3,0.04, -393.25, 3,2.96, -389.26, 3,0.40,   28.61, 3,2.72, -206.68, 6,3.00
2006-05-24, 19:34, 2006.3940, UTC,MLO,  385.65, 2,0.05,  385.75, 2,0.05,  385.59, 2,0.08, -398.42, 2,5.23, -395.14, 2,2.16,    3.60, 2,10.72, -210.70, 4,5.28
2006-05-31, 20:20, 2006.4133, UTC,MLO,  385.01, 3,0.04,  385.11, 3,0.05,  384.98, 3,0.05, -385.08, 3,3.25, -387.08, 3,0.63,   18.08, 3,3.04, -200.71, 6,3.31
2006-06-07, 21:09, 2006.4326, UTC,MLO,  384.41, 3,0.01,  384.44, 3,0.04,  384.35, 3,0.01, -388.32, 2,2.37, -388.92, 3,3.05,    4.68, 3,5.92, -207.48, 5,2.40
2006-06-21, 19:47, 2006.4708, UTC,MLO,  383.83, 3,0.04,  383.91, 3,0.02,  383.79, 3,0.04, -366.51, 3,0.74, -359.82, 3,2.67,   82.94, 3,4.89, -188.45, 6,0.77
2006-06-29, 20:15, 2006.4927, UTC,MLO,  383.51, 3,0.01,  383.54, 3,0.00,  383.50, 3,0.03, -369.22, 2,2.18, -373.33, 3,2.60,   21.28, 3,4.92, -193.10, 5,2.18
2006-07-05, 19:34, 2006.5091, UTC,MLO,  383.24, 3,0.05,  383.26, 3,0.01,  383.19, 3,0.06, -378.76, 3,4.61, -373.97, 3,1.67,   18.70, 3,5.95, -204.10, 6,4.62
2006-07-12, 20:18, 2006.5283, UTC,MLO,  382.15, 3,0.04,  382.15, 3,0.02,  382.11, 3,0.04, -373.88, 3,4.75, -369.17, 3,1.85,   18.57, 3,3.64, -205.06, 6,4.78
2006-07-19, 20:07, 2006.5475, UTC,MLO,  382.27, 3,0.03,  382.28, 3,0.02,  382.25, 3,0.03, -369.78, 3,2.91, -366.59, 3,0.44,   22.10, 3,3.18, -200.24, 6,2.93
2006-07-26, 19:27, 2006.5666, UTC,MLO,  382.21, 3,0.06,  382.21, 3,0.02,  382.21, 3,0.06, -372.35, 3,2.06, -370.74, 3,1.60,   12.84, 3,1.93, -203.22, 6,2.07
2006-08-02, 19:34, 2006.5858, UTC,MLO,  381.53, 3,0.02,  381.49, 3,0.02,  381.49, 3,0.06, -362.71, 3,2.60, -360.60, 3,0.74,   17.49, 3,2.09, -197.36, 6,2.62
2006-08-09, 19:31, 2006.6050, UTC,MLO,  380.56, 3,0.09,  380.49, 3,0.10,  380.51, 3,0.07, -364.76, 3,1.77, -362.91, 3,1.58,    5.73, 3,3.33, -204.65, 6,1.87
2006-08-16, 19:34, 2006.6242, UTC,MLO,  380.24, 3,0.05,  380.21, 3,0.02,  380.22, 3,0.05, -358.71, 3,2.17, -355.60, 3,3.73,   24.11, 3,5.41, -200.06, 6,2.19
2006-08-23, 19:29, 2006.6433, UTC,MLO,  379.24, 3,0.05,  379.11, 3,0.02,  379.20, 3,0.05, -353.65, 3,4.47, -351.78, 3,3.99,   19.86, 3,4.81, -200.79, 6,4.49
2006-08-30, 19:32, 2006.6625, UTC,MLO,  379.93, 3,0.08,  379.85, 3,0.03,  379.90, 3,0.06, -354.17, 3,3.56, -357.45, 3,1.62,   18.60, 3,4.27, -197.43, 6,3.58
2006-09-06, 19:33, 2006.6817, UTC,MLO,  378.73, 3,0.08,  378.66, 3,0.04,  378.70, 3,0.07, -352.40, 3,4.81, -349.03, 3,2.34,   17.36, 3,3.26, -201.89, 6,4.85
2006-09-13, 19:33, 2006.7009, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2006-09-20, 23:50, 2006.7205, UTC,MLO,  377.38, 2,0.28,  377.24, 2,0.11,  377.38, 2,0.21, -343.69, 2,0.80, -343.67, 2,3.46,    8.27, 2,10.09, -200.63, 4,0.91
2006-09-27, 19:55, 2006.7393, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2006-10-04, 19:40, 2006.7584, UTC,MLO,  378.93, 3,0.08,  378.78, 3,0.02,  378.89, 3,0.07, -358.22, 3,1.86, -354.42, 3,0.67,    8.72, 3,9.65, -207.10, 6,1.88
2006-10-11, 19:37, 2006.7776, UTC,MLO,  378.89, 3,0.03,  378.77, 3,0.04,  378.87, 3,0.01, -350.66, 3,2.96, -351.98, 3,1.65,   17.22, 3,4.20, -199.59, 6,3.00
2006-10-18, 19:40, 2006.7968, UTC,MLO,  379.25, 3,0.04,  379.13, 3,0.07,  379.21, 3,0.06, -353.11, 3,5.36, -353.37, 3,2.28,   15.50, 3,3.22, -200.15, 6,5.43
2006-10-25, 19:35, 2006.8159, UTC,MLO,  379.61, 3,0.10,  379.55, 3,0.08,  379.59, 3,0.11, -358.22, 2,2.96, -357.56, 3,2.12,   14.14, 3,5.61, -203.04, 5,3.04
2006-11-01, 19:32, 2006.8351, UTC,MLO,  379.98, 3,0.03,  379.94, 3,0.03,  379.97, 3,0.02, -359.69, 3,0.62, -359.43, 3,0.74,   12.55, 3,4.41, -202.44, 6,0.65
2006-11-08, 19:33, 2006.8543, UTC,MLO,  379.86, 3,0.01,  379.81, 3,0.02,  379.84, 3,0.03, -359.44, 3,2.34, -359.70, 3,0.63,   13.58, 3,4.65, -202.91, 6,2.36
2006-11-15, 19:27, 2006.8735, UTC,MLO,  380.10, 3,0.04,  380.10, 3,0.03,  380.09, 3,0.04, -367.22, 3,0.66, -361.30, 3,0.86,   12.71, 3,0.26, -209.16, 6,0.69
2006-11-22, 19:35, 2006.8926, UTC,MLO,  380.52, 3,0.04,  380.49, 3,0.04,  380.45, 3,0.06, -368.71, 3,1.63, -363.60, 3,1.36,   23.25, 3,0.41, -208.57, 6,1.67
2006-11-29, 19:29, 2006.9118, UTC,MLO,  381.12, 3,0.02,  381.09, 3,0.01,  381.06, 3,0.01, -371.32, 3,1.50, -366.67, 3,1.24,   19.99, 3,5.27, -208.05, 6,1.51
2006-12-06, 19:29, 2006.9310, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2006-12-13, 19:36, 2006.9502, UTC,MLO,  381.19, 3,0.04,  381.20, 3,0.04,  381.13, 3,0.04, -369.72, 3,0.63, -368.01, 3,0.66,   17.39, 3,6.14, -205.89, 6,0.67
2006-12-20, 19:36, 2006.9694, UTC,MLO,  382.76, 3,0.07,  382.77, 3,0.05,  382.69, 3,0.10, -385.05, 3,2.93, -383.70, 3,0.09,   13.19, 3,3.63, -212.97, 6,2.98
2006-12-27, 19:42, 2006.9886, UTC,MLO,  382.01, 3,0.03,  382.01, 3,0.01,  381.98, 3,0.02, -377.50, 3,2.51, -375.74, 3,0.69,   18.05, 3,9.53, -209.38, 6,2.52
2007-01-17, 21:26, 2007.0463, UTC,MLO,  382.04, 3,0.01,  382.03, 3,0.02,  381.90, 3,0.04, -379.40, 3,3.95, -378.24, 3,2.45,   18.46, 3,10.57, -211.21, 6,3.97
2007-01-24, 19:41, 2007.0653, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2007-01-31, 19:36, 2007.0844, UTC,MLO,  383.70, 3,0.02,  383.71, 3,0.03,  383.68, 3,0.06, -393.08, 3,2.33, -394.19, 3,0.29,    7.04, 3,3.65, -216.05, 6,2.36
2007-02-07, 19:43, 2007.1036, UTC,MLO,  383.57, 3,0.05,  383.55, 3,0.03,  383.55, 3,0.09, -391.56, 3,3.59, -392.21, 3,1.84,   19.64, 3,7.39, -215.35, 6,3.62
2007-02-14, 19:46, 2007.1228, UTC,MLO,  384.90, 3,0.05,  384.90, 3,0.05,  384.82, 3,0.06, -401.64, 3,1.04, -402.85, 3,0.63,   22.82, 3,5.08, -218.36, 6,1.09
2007-02-21, 19:35, 2007.1420, UTC,MLO,  384.89, 3,0.05,  384.85, 3,0.05,  384.83, 3,0.06, -404.99, 3,4.71, -402.47, 3,0.98,   15.93, 3,3.44, -221.95, 6,4.76
2007-02-28, 19:32, 2007.1611, UTC,MLO,  384.67, 3,0.04,  384.60, 3,0.05,  384.59, 3,0.03, -405.15, 3,1.27, -404.04, 3,1.65,   11.53, 3,4.71, -223.43, 6,1.32
2007-03-13, 19:30, 2007.1967, UTC,MLO,  384.31, 3,0.04,  384.23, 3,0.12,  384.28, 3,0.05, -402.32, 3,1.14, -400.38, 3,1.11,   11.60, 3,4.38, -222.54, 6,1.25
2007-03-21, 19:12, 2007.2186, UTC,MLO,  385.51, 3,0.05,  385.37, 3,0.03,  385.44, 3,0.04, -399.46, 3,1.48, -402.25, 3,2.19,   25.74, 3,2.45, -213.73, 6,1.51
2007-03-28, 17:56, 2007.2377, UTC,MLO,  385.31, 3,0.03,  385.19, 3,0.11,  385.25, 3,0.05, -404.33, 3,1.84, -406.10, 3,2.09,    7.60, 3,1.29, -219.52, 6,1.95
