%-------
%  /data/instrument/database_active/output/station_average/mlo_av.csv
% From Archive Dated 16-Dec-2022 17:43:43
%
% Aspirated and Non-aspirated sample mean flask results for Station MLO
%
% Column 1 is the sample date in YYYY-MM-DD format. 
%
% Column 2 is the sample time in HH:MM format. 
%
% Column 3 is the date in decimal format. 
%
% Column 4 is a flag for identifying uncertainty in the reported sampling time.
%   All sampling date/times are nominally corrected to UTC. But in some cases
%   the relevant correction is uncertain due to incomplete information on the
%   original sample log sheets. In this case Column 8 gives the (assumed)
%   correction applied (in hours). The flag is otherwise set to "UTC" indicating
%   that the time is not uncertain.
%
% Column 5 is a 3-letter station identifier.
%
%
% Licor:  CO2 concentration (ppm) as measured on Licor; corrected for
%     non-linearity and primary drift
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% Siemens: CO2 concentration (ppm) as measured on Siemens; corrected for
%     non-linearity and primary drift
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% 44/28: CO2 concentration (ppm) as calculated from reduced ratio 40/28
%     on ISOPRIME; corrected for primary drift and interferences
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% Interf:  delta O2/N2 from interferometer; corrected for CO2 interference
%     and primary drift
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% 32/28; delta 32/28 (per meg) on ISOPRIME; corrected for primary drift
%     and interferences
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% 40/28: delta  40/28 (per meg) on ISOPRIME; corrected for primary drift
%     and interferences
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% APO: Atmospheric potential oxygen calculated from Siemens CO2 and Interferometer O2 as
%        APO =O2 + (1.1/0.20946)*(CO2-350) 
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
%
%     Date,  Time, T-Decimal,Zone,Sta,   Licor, N,  SD, Siemens, N,  SD,   44/28, N,  SD,  Interf, N,  SD,   32/28, N,  SD,   40/28, N,  SD,     APO, N,  SD
%-------
2010-10-26, 19:42, 2010.8187, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2010-11-02, 19:43, 2010.8379, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2010-11-09, 19:35, 2010.8570, UTC,MLO,  388.28, 2,0.01,  388.26, 2,0.01,  388.19, 2,0.02, -455.14, 2,7.59, -446.02, 2,0.81,   22.47, 2,5.08, -254.22, 4,7.60
2010-11-16, 19:50, 2010.8762, UTC,MLO,  388.49, 2,0.06,  388.50, 2,0.01,  388.41, 2,0.05, -452.03, 2,0.34, -444.61, 2,0.71,   18.20, 2,4.57, -249.87, 4,0.35
2010-11-23, 19:47, 2010.8954, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2010-11-30, 19:49, 2010.9146, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2010-12-07, 19:22, 2010.9337, UTC,MLO,  389.84, 2,0.18,  389.89, 2,0.10,  389.76, 2,0.25, -443.92, 1,0.00, -442.62, 2,9.24,   94.22, 2,15.92, -234.43, 3,0.10
2010-12-14, 19:43, 2010.9529, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2010-12-21, 19:34, 2010.9721, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2010-12-28, 20:11, 2010.9913, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2011-01-04, 19:42, 2011.0105, UTC,MLO,  391.77, 2,0.08,  391.76, 2,0.03,  391.71, 2,0.07, -482.58, 2,5.29, -477.95, 2,1.90,   14.38, 2,3.98, -263.27, 4,5.32
2011-01-11, 19:40, 2011.0296, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2011-01-18, 20:52, 2011.0490, UTC,MLO,     NaN, 0,0.00,  392.96, 2,0.29,  392.84, 2,0.33, -490.99, 2,4.44, -478.05, 2,0.85,   48.32, 2,14.30, -265.41, 4,4.73
2011-01-25, 19:43, 2011.0680, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2011-02-01, 19:41, 2011.0872, UTC,MLO,  392.51, 2,0.27,  392.56, 2,0.20,  392.49, 2,0.13, -495.58, 2,9.75, -489.74, 2,2.15,  -11.30, 2,3.01, -272.07, 4,9.95
2011-02-08, 19:38, 2011.1064, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2011-02-15, 19:42, 2011.1255, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2011-02-22, 20:45, 2011.1448, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2011-03-01, 19:41, 2011.1639, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2011-03-09, 19:44, 2011.1858, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2011-03-15, 19:31, 2011.2022, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2011-03-22, 20:02, 2011.2215, UTC,MLO,  391.95, 2,0.01,  391.90, 2,0.12,  391.86, 2,0.06, -486.44, 1,0.00, -476.68, 2,5.23,   22.04, 2,6.44, -266.37, 3,0.12
2011-03-29, 19:44, 2011.2406, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2011-04-12, 19:35, 2011.2789, UTC,MLO,  393.46, 2,0.08,  393.43, 2,0.06,  393.37, 2,0.11, -497.16, 2,4.34, -487.78, 2,1.44,   23.91, 2,6.00, -269.08, 4,4.40
2011-04-19, 19:35, 2011.2981, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2011-04-26, 19:43, 2011.3173, UTC,MLO,  394.99, 1,0.00,  395.00, 1,0.00,  394.89, 1,0.00, -503.64, 1,0.00, -498.75, 1,0.00,    5.81, 1,0.00, -267.32, 2,0.00
2011-05-03, 22:07, 2011.3368, UTC,MLO,  393.30, 2,0.21,  393.31, 2,0.21,  393.23, 2,0.27, -487.04, 2,5.40, -478.52, 2,3.27,   31.16, 2,6.07, -259.59, 4,5.61
2011-05-10, 19:46, 2011.3557, UTC,MLO,  392.41, 2,0.18,  392.43, 2,0.17,  392.34, 2,0.18, -482.26, 2,10.85, -472.48, 2,3.24,   19.28, 2,8.22, -259.43, 4,11.02
2011-05-17, 19:33, 2011.3748, UTC,MLO,  394.74, 2,0.28,  394.75, 2,0.28,  394.68, 2,0.28, -497.15, 2,1.73, -491.31, 2,1.85,   16.96, 2,8.61, -262.15, 4,2.02
2011-05-25, 19:43, 2011.3968, UTC,MLO,  395.03, 2,0.16,  395.07, 2,0.08,  394.95, 2,0.21, -516.89, 2,2.06, -510.50, 2,3.15,  -47.82, 2,18.55, -280.20, 4,2.15
2011-06-01, 20:03, 2011.4160, UTC,MLO,  393.76, 2,0.23,  393.80, 2,0.18,  393.65, 2,0.29, -485.65, 2,4.54, -478.53, 2,2.17,   40.84, 2,13.36, -255.66, 4,4.72
2011-06-07, 19:33, 2011.4324, UTC,MLO,  394.13, 2,0.16,  394.23, 2,0.03,  394.05, 2,0.18, -501.83, 2,0.49, -497.01, 2,4.42,  -36.12, 2,6.54, -269.55, 4,0.52
2011-06-14, 19:00, 2011.4515, UTC,MLO,  394.24, 2,0.08,  394.29, 2,0.18,  394.13, 2,0.03, -488.10, 2,0.44, -477.10, 2,1.06,   39.87, 2,15.32, -255.51, 4,0.62
2011-06-22, 05:36, 2011.4719, UTC,MLO,  393.73, 2,0.03,  393.70, 2,0.03,  393.63, 2,0.00, -484.64, 2,10.06, -481.77, 2,1.65,   28.11, 2,1.98, -255.15, 4,10.08
2011-06-28, 19:30, 2011.4899, UTC,MLO,  392.47, 2,0.04,  392.50, 2,0.03,  392.36, 1,0.00, -481.58, 1,0.00, -471.66, 2,0.78,   28.84, 2,5.06, -258.39, 3,0.03
2011-07-06, 19:46, 2011.5118, UTC,MLO,  393.41, 2,0.15,  393.46, 2,0.18,  393.22, 1,0.00, -492.66, 1,0.00, -487.35, 2,1.45,  -10.37, 2,2.52, -264.40, 3,0.18
2011-07-12, 19:12, 2011.5282, UTC,MLO,  392.87, 2,0.11,  392.90, 2,0.12,  392.72, 1,0.00, -484.92, 1,0.00, -474.19, 2,3.64,   27.88, 2,9.01, -259.60, 3,0.12
2011-07-19, 19:33, 2011.5474, UTC,MLO,  391.81, 1,0.00,  391.83, 1,0.00,  391.70, 1,0.00, -479.93, 1,0.00, -478.60, 1,0.00,   -6.42, 1,0.00, -260.26, 2,0.00
2011-07-26, 19:25, 2011.5666, UTC,MLO,  392.40, 2,0.18,  392.44, 2,0.16,  392.35, 2,0.21, -481.81, 2,1.41, -476.73, 2,1.87,   18.18, 2,4.04, -258.94, 4,1.56
2011-08-02, 19:23, 2011.5858, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00, -482.35, 2,3.73, -471.61, 2,6.14,   14.09, 2,5.52,     NaN, 2,3.73
2011-08-10, 05:26, 2011.6061, UTC,MLO,  390.80, 2,0.20,  390.81, 2,0.18,  390.74, 2,0.21, -467.47, 2,2.42, -462.77, 2,3.67,   31.41, 2,7.64, -253.15, 4,2.60
2011-08-17, 19:38, 2011.6269, UTC,MLO,  390.67, 2,0.32,  390.79, 2,0.18,  390.62, 2,0.25, -485.56, 2,6.06, -475.94, 2,2.54,  -17.15, 2,8.63, -271.38, 4,6.24
2011-08-23, 19:37, 2011.6433, UTC,MLO,  389.35, 2,0.19,  389.36, 2,0.09,  389.25, 2,0.18,     NaN, 0,0.00, -455.92, 2,3.66,   38.67, 2,5.03,     NaN, 2,0.09
2011-08-30, 19:32, 2011.6625, UTC,MLO,  388.66, 2,0.06,  388.72, 2,0.00,  388.61, 2,0.06, -464.64, 2,1.22, -457.36, 2,0.60,   14.04, 2,2.16, -261.30, 4,1.22
2011-09-07, 06:45, 2011.6830, UTC,MLO,  387.12, 2,0.22,  387.11, 2,0.19,  387.02, 2,0.25, -450.37, 2,6.77, -443.64, 2,5.27,   21.62, 2,11.73, -255.51, 4,6.97
2011-09-14, 05:31, 2011.7020, UTC,MLO,  389.21, 2,0.24,  389.19, 2,0.23,  389.11, 2,0.23, -460.87, 2,4.78, -457.71, 2,0.75,   18.83, 2,3.00, -255.06, 4,5.01
2011-09-20, 06:31, 2011.7186, UTC,MLO,  389.37, 2,0.21,  389.38, 2,0.16,  389.27, 2,0.24, -470.67, 2,9.33, -460.64, 2,5.28,   29.67, 2,20.32, -263.84, 4,9.50
2011-09-27, 20:23, 2011.7393, UTC,MLO,  388.81, 2,0.11,  388.81, 2,0.15,  388.72, 2,0.08, -465.00, 2,4.56, -460.59, 2,1.57,   14.72, 2,8.25, -261.22, 4,4.71
2011-10-04, 19:10, 2011.7584, UTC,MLO,  389.07, 2,0.28,  389.06, 2,0.21,  388.99, 2,0.30, -472.77, 2,7.28, -462.08, 2,1.24,   28.64, 2,2.25, -267.62, 4,7.49
2011-10-11, 19:24, 2011.7776, UTC,MLO,  388.77, 2,0.08,  388.77, 2,0.19,  388.69, 2,0.06, -461.81, 2,1.00, -459.98, 2,4.47,   15.55, 2,8.29, -258.18, 4,1.20
2011-10-18, 19:22, 2011.7967, UTC,MLO,  389.16, 2,0.04,  389.12, 2,0.06,  389.09, 2,0.06, -464.29, 2,0.04, -459.14, 2,1.82,   27.38, 2,3.01, -258.82, 4,0.11
2011-10-25, 19:11, 2011.8159, UTC,MLO,  389.21, 2,0.01,  389.20, 2,0.13,  389.13, 2,0.09,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 2,0.13
2011-11-01, 19:33, 2011.8351, UTC,MLO,  389.66, 2,0.12,  389.60, 2,0.04,  389.52, 2,0.15, -472.56, 2,0.80, -460.57, 2,1.27,   24.37, 2,0.84, -264.62, 4,0.83
2011-11-08, 19:33, 2011.8543, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00, -482.91, 2,8.06, -476.74, 2,7.13,   -8.86, 2,6.97,     NaN, 2,8.06
2011-11-16, 05:46, 2011.8746, UTC,MLO,  390.90, 2,0.29,  390.73, 2,0.04,  390.64, 2,0.08, -475.28, 2,6.43, -472.16, 2,2.26,   15.50, 2,1.54, -261.39, 4,6.47
2011-11-21, 19:39, 2011.8899, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00
2011-11-29, 22:09, 2011.9121, UTC,MLO,  390.72, 2,0.04,  390.74, 2,0.13,  390.64, 2,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 2,0.13
2011-12-06, 19:30, 2011.9310, UTC,MLO,  391.54, 2,0.01,  391.55, 2,0.01,  391.48, 2,0.06, -487.42, 2,4.89, -483.37, 2,1.66,    5.88, 2,1.18, -269.22, 4,4.91
2011-12-13, 19:28, 2011.9502, UTC,MLO,  391.76, 2,0.01,  391.87, 2,0.01,  391.68, 2,0.03, -490.00, 2,7.37, -481.28, 2,2.74,   13.63, 2,8.27, -270.14, 4,7.38
2011-12-20, 19:37, 2011.9694, UTC,MLO,  392.35, 2,0.03,  392.33, 2,0.07,  392.25, 2,0.01, -497.52, 2,5.03, -489.87, 2,1.45,    1.23, 2,3.92, -275.22, 4,5.11
2011-12-28, 07:07, 2011.9899, UTC,MLO,  392.55, 2,0.08,  392.55, 2,0.11,  392.42, 2,0.06, -494.83, 2,2.05, -487.09, 2,0.12,   31.98, 2,0.25, -271.37, 4,2.16
2012-01-03, 20:30, 2012.0078, UTC,MLO,  392.82, 1,0.00,  392.69, 2,0.18,  392.77, 1,0.00, -495.19, 2,5.89, -485.88, 1,0.00,   33.26, 1,0.00, -271.00, 4,6.07
2012-01-10, 19:33, 2012.0268, UTC,MLO,  393.86, 2,0.24,  393.88, 2,0.13,  393.71, 2,0.30, -507.66, 2,2.02, -500.08, 2,3.31,   18.22, 2,4.07, -277.22, 4,2.14
2012-01-18, 07:16, 2012.0473, UTC,MLO,  392.31, 2,0.04,  392.31, 2,0.07,  392.22, 2,0.05, -488.11, 2,0.64, -482.12, 2,2.47,   35.78, 2,3.16, -265.91, 4,0.71
2012-01-24, 19:28, 2012.0651, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00, -531.14, 2,4.36, -520.75, 2,7.80,     NaN, 0,0.00,     NaN, 2,4.36
2012-01-31, 19:23, 2012.0842, UTC,MLO,  392.46, 2,0.27,  392.48, 2,0.21,  392.37, 2,0.24, -495.50, 2,3.29, -488.40, 2,5.13,    5.26, 2,0.57, -272.44, 4,3.49
2012-02-07, 19:26, 2012.1033, UTC,MLO,  391.96, 2,0.18,  391.98, 2,0.14,  391.86, 2,0.18, -490.99, 1,0.00, -483.89, 2,1.03,   15.30, 2,6.25, -270.53, 3,0.14
2012-02-14, 19:33, 2012.1224, UTC,MLO,  393.27, 2,0.08,  393.31, 2,0.05,  393.15, 2,0.05, -512.74, 1,0.00, -503.48, 2,1.07,  -17.77, 2,2.59, -285.27, 3,0.05
2012-02-23, 21:58, 2012.1473, UTC,MLO,  394.69, 2,0.16,  394.72, 2,0.10,  394.59, 2,0.20, -519.11, 2,0.94, -506.02, 2,3.17,   25.02, 2,3.06, -284.25, 4,1.04
2012-02-28, 19:10, 2012.1607, UTC,MLO,  393.81, 2,0.11,  393.85, 2,0.01,  393.71, 2,0.13, -509.21, 2,1.16, -498.83, 2,0.75,   16.58, 2,2.90, -278.95, 4,1.17
2012-03-06, 19:27, 2012.1798, UTC,MLO,  393.31, 2,0.04,  393.36, 2,0.12,  393.21, 2,0.03, -500.56, 2,4.21, -489.37, 2,0.62,   19.07, 2,1.95, -272.88, 4,4.33
2012-03-13, 19:28, 2012.1989, UTC,MLO,  393.97, 2,0.10,  394.01, 2,0.23,  393.86, 2,0.13, -510.07, 2,10.81, -507.63, 2,7.73,   10.32, 2,0.58, -278.94, 4,11.04
2012-03-20, 19:27, 2012.2181, UTC,MLO,  394.51, 2,0.31,  394.53, 2,0.21,  394.42, 2,0.30,     NaN, 0,0.00, -507.77, 2,3.03,   18.67, 2,0.09,     NaN, 2,0.21
2012-03-27, 19:23, 2012.2372, UTC,MLO,  395.75, 2,0.01,  395.81, 2,0.04,  395.65, 2,0.09, -528.51, 2,0.42, -526.52, 2,0.62,  -17.63, 2,0.00, -287.94, 4,0.46
2012-04-03, 20:23, 2012.2564, UTC,MLO,  394.94, 2,0.15,  394.94, 2,0.21,  394.86, 2,0.16, -517.62, 2,3.53, -508.60, 2,1.77,   15.11, 2,6.96, -281.62, 4,3.74
2012-04-10, 19:24, 2012.2754, UTC,MLO,  396.88, 2,0.06,  396.86, 2,0.06,  396.77, 2,0.01, -526.70, 2,3.98, -518.28, 2,3.46,   12.93, 2,8.38, -280.64, 4,4.04
2012-04-17, 19:28, 2012.2946, UTC,MLO,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,     NaN, 0,0.00,   36.92, 2,49.92,     NaN, 0,0.00
2012-04-24, 19:35, 2012.3137, UTC,MLO,  396.94, 2,0.03,  396.94, 2,0.06,  396.83, 2,0.09, -524.83, 2,4.07, -518.23, 2,1.12,   16.95, 2,0.63, -278.35, 4,4.14
2012-05-01, 19:29, 2012.3328, UTC,MLO,  397.75, 2,0.29,  397.71, 2,0.33,     NaN, 0,0.00, -527.45, 2,5.06, -523.02, 2,4.02,   15.52, 2,2.47, -276.90, 4,5.38
2012-05-09, 06:27, 2012.3532, UTC,MLO,  397.58, 2,0.01,  397.63, 2,0.02,  397.51, 2,0.01, -526.71, 2,4.86, -520.06, 2,1.27,   25.49, 2,0.70, -276.55, 4,4.89
2012-05-15, 06:53, 2012.3696, UTC,MLO,  397.38, 2,0.13,  397.35, 2,0.17,  397.31, 2,0.10, -533.19, 2,7.27, -526.66, 2,3.20,    9.75, 2,2.88, -284.53, 4,7.44
2012-05-22, 19:32, 2012.3902, UTC,MLO,  395.71, 2,0.11,  395.68, 2,0.11,  395.60, 2,0.14, -515.57, 2,0.49, -506.99, 2,5.49,   -1.30, 2,9.84, -275.68, 4,0.61
2012-05-30, 19:40, 2012.4121, UTC,MLO,  394.96, 2,0.06,  394.99, 2,0.04,  394.89, 2,0.05,     NaN, 0,0.00, -497.36, 2,2.09,   22.80, 2,11.47,     NaN, 2,0.04
2012-06-05, 22:40, 2012.4288, UTC,MLO,  395.58, 2,0.14,  395.56, 2,0.13,  395.48, 2,0.13, -521.96, 2,2.35, -512.61, 2,3.66,  -33.06, 2,1.22, -282.70, 4,2.47
2012-06-12, 23:40, 2012.4480, UTC,MLO,  396.29, 2,0.05,  396.31, 2,0.00,  396.19, 2,0.01, -514.96, 2,2.93, -506.65, 2,1.63,   22.84, 2,10.36, -271.76, 4,2.93
2012-06-19, 22:35, 2012.4671, UTC,MLO,  396.39, 2,0.02,  396.38, 2,0.01,  396.31, 2,0.02, -514.74, 2,2.47, -506.88, 2,0.02,   17.46, 2,6.77, -271.14, 4,2.48
2012-06-26, 22:30, 2012.4862, UTC,MLO,  395.75, 2,0.02,  395.75, 2,0.02,  395.64, 2,0.04,     NaN, 0,0.00, -502.29, 2,0.22,   14.16, 2,0.32,     NaN, 2,0.02
2012-07-03, 22:35, 2012.5053, UTC,MLO,  394.77, 2,0.01,  394.76, 2,0.01,  394.69, 2,0.04, -501.84, 2,2.08, -501.12, 2,0.18,    8.79, 2,1.25, -266.78, 4,2.09
2012-07-11, 06:42, 2012.5254, UTC,MLO,  394.77, 2,0.02,  394.78, 2,0.04,  394.69, 2,0.06, -504.22, 2,4.39, -497.24, 2,3.54,   24.14, 2,3.59, -269.02, 4,4.43
2012-07-17, 19:19, 2012.5432, UTC,MLO,  394.06, 2,0.12,  394.05, 2,0.11,  393.93, 2,0.08, -513.61, 2,0.49, -506.50, 2,1.81,  -37.98, 2,6.88, -282.30, 4,0.59
2012-07-24, 18:48, 2012.5622, UTC,MLO,  393.78, 2,0.13,  393.76, 2,0.10,  393.69, 2,0.12, -500.50, 2,8.32, -489.12, 2,0.21,   19.81, 2,0.67, -270.70, 4,8.42
2012-07-31, 19:41, 2012.5815, UTC,MLO,  392.65, 2,0.10,  392.63, 2,0.14,  392.56, 2,0.14, -489.54, 2,5.28, -481.74, 2,1.29,   27.86, 2,4.12, -265.66, 4,5.42
2012-08-07, 19:17, 2012.6006, UTC,MLO,  393.44, 2,0.21,  393.42, 2,0.23,  393.39, 2,0.24, -506.66, 2,0.54, -504.31, 2,1.05,  -36.90, 2,6.49, -278.64, 4,0.77
2012-08-14, 22:18, 2012.6200, UTC,MLO,  393.06, 2,0.02,  393.06, 2,0.00,  392.98, 2,0.01, -495.40, 2,2.98, -489.97, 2,1.24,   21.55, 2,4.17, -269.27, 4,2.98
2012-08-21, 19:12, 2012.6388, UTC,MLO,  390.44, 2,0.04,  390.47, 2,0.04,  390.37, 2,0.01, -472.83, 2,2.51, -468.65, 2,1.29,   26.52, 2,10.83, -260.32, 4,2.55
2012-08-28, 19:02, 2012.6579, UTC,MLO,  392.12, 2,0.13,  392.12, 2,0.17,  392.04, 2,0.21, -489.24, 2,9.11, -484.04, 2,1.28,   11.38, 2,5.14, -268.04, 4,9.28
2012-09-04, 19:10, 2012.6770, UTC,MLO,  391.41, 2,0.13,  391.40, 2,0.11,  391.30, 2,0.14, -483.78, 2,1.01, -477.74, 2,0.01,   22.09, 2,2.04, -266.34, 4,1.12
2012-09-10, 19:24, 2012.6935, UTC,MLO,  391.12, 2,0.04,  391.12, 2,0.08,  391.06, 2,0.05, -483.39, 2,6.08, -476.84, 2,2.14,   20.88, 2,5.70, -267.42, 4,6.16
2012-09-18, 20:42, 2012.7155, UTC,MLO,  390.92, 2,0.05,  390.89, 2,0.01,  390.81, 2,0.06, -479.76, 2,1.79, -472.12, 2,0.28,   39.20, 2,3.43, -265.03, 4,1.80
2012-09-25, 19:25, 2012.7345, UTC,MLO,  390.88, 2,0.08,  390.91, 2,0.11,  390.82, 2,0.13, -479.13, 2,1.47, -473.47, 2,7.11,   35.07, 2,17.18, -264.26, 4,1.58
2012-10-02, 19:08, 2012.7535, UTC,MLO,  390.68, 2,0.08,  390.65, 2,0.08,  390.61, 2,0.15, -484.53, 2,4.38, -480.68, 2,1.43,   11.78, 2,0.87, -271.03, 4,4.45
2012-10-09, 20:23, 2012.7728, UTC,MLO,  390.73, 2,0.01,  390.72, 2,0.04,  390.67, 2,0.06, -486.06, 2,0.85, -479.25, 2,1.10,   17.15, 2,7.38, -272.21, 4,0.89
2012-10-16, 19:04, 2012.7918, UTC,MLO,  391.19, 2,0.09,  391.16, 2,0.07,  391.10, 2,0.08, -486.11, 2,5.35, -479.05, 2,1.90,   19.48, 2,6.81, -269.95, 4,5.42
2012-10-23, 19:00, 2012.8109, UTC,MLO,  391.46, 1,0.00,  391.43, 2,0.03,  391.34, 1,0.00, -492.67, 2,1.56, -480.94, 1,0.00,   24.12, 1,0.00, -275.10, 4,1.58
2012-10-31, 04:48, 2012.8311, UTC,MLO,  391.64, 2,0.04,  391.63, 2,0.03,  391.53, 2,0.00, -494.04, 2,2.51, -484.65, 2,0.66,   18.70, 2,0.24, -275.42, 4,2.54
2012-11-07, 19:02, 2012.8519, UTC,MLO,  392.26, 2,0.04,  392.29, 2,0.01,  392.17, 2,0.00, -495.00, 2,2.18, -488.12, 2,3.56,   23.05, 2,2.28, -272.90, 4,2.20
2012-11-14, 06:53, 2012.8696, UTC,MLO,  392.84, 2,0.03,  392.84, 2,0.03,  392.78, 2,0.05, -497.98, 2,0.34, -494.21, 2,2.60,   13.04, 2,5.12, -273.00, 4,0.37
2012-11-20, 19:20, 2012.8874, UTC,MLO,  393.31, 2,0.07,  393.31, 2,0.05,  393.26, 2,0.04, -503.40, 2,4.53, -496.41, 2,1.41,   12.54, 2,5.03, -275.93, 4,4.58
2012-11-27, 19:07, 2012.9065, UTC,MLO,  394.89, 2,0.01,  394.87, 2,0.06,  394.80, 2,0.04, -515.99, 2,8.23, -511.41, 2,1.65,   14.38, 2,9.67, -280.38, 4,8.29
2012-12-04, 19:16, 2012.9257, UTC,MLO,  393.36, 2,0.00,  393.38, 2,0.01,  393.26, 2,0.01, -503.40, 2,7.87, -498.46, 2,1.19,   16.55, 2,0.45, -275.59, 4,7.88
2012-12-11, 19:34, 2012.9449, UTC,MLO,  394.63, 1,0.00,  394.63, 1,0.00,  394.53, 1,0.00, -509.85, 1,0.00, -508.46, 1,0.00,   17.98, 1,0.00, -275.47, 2,0.00
2012-12-18, 20:18, 2012.9641, UTC,MLO,  395.03, 2,0.03,  395.05, 2,0.06,  394.95, 2,0.03, -540.51, 2,3.73, -530.76, 2,3.24,  -58.34, 2,0.81, -303.93, 4,3.78
2012-12-27, 20:31, 2012.9887, UTC,MLO,     NaN, 0,0.00,  394.98, 2,0.15,  394.94, 1,0.00, -520.15, 2,1.68, -512.11, 1,0.00,   18.66, 1,0.00, -283.96, 4,1.82
2013-01-04, 06:19, 2013.0089, UTC,MLO,  394.95, 2,0.00,  394.97, 2,0.01,  394.88, 2,0.01, -516.32, 2,0.37, -510.84, 2,0.81,   15.23, 2,1.73, -280.18, 4,0.37
2013-01-08, 19:14, 2013.0214, UTC,MLO,  395.46, 2,0.04,  395.49, 2,0.01,  395.38, 2,0.05, -520.24, 2,4.68, -515.28, 2,0.41,   17.59, 2,2.63, -281.37, 4,4.69
2013-01-16, 05:41, 2013.0417, UTC,MLO,  395.71, 2,0.00,  395.73, 2,0.04,  395.65, 2,0.08, -531.48, 2,8.78, -518.28, 2,2.67,   16.48, 2,0.25, -291.35, 4,8.82
