2034.700,  0.910
2035.400,  0.908
2036.100,  0.908
2036.800,  0.908
2037.500,  0.909
2038.200,  0.908
2038.900,  0.908
2039.600,  0.908
2040.300,  0.908
2041.000,  0.908
2041.700,  0.908
2042.400,  0.908
2043.100,  0.908
2043.800,  0.908
2044.500,  0.908
2045.200,  0.908
2045.900,  0.908
2046.600,  0.908
2047.300,  0.908
2048.000,  0.908
2048.700,  0.908
2049.400,  0.908
2050.100,  0.908
2050.800,  0.908
2051.500,  0.908
2052.200,  0.908
2052.900,  0.908
2053.600,  0.908
2054.300,  0.908
2055.000,  0.908
2055.700,  0.908
2056.400,  0.908
2057.100,  0.908
2057.800,  0.908
2058.500,  0.909
2059.200,  0.909
2059.900,  0.909
2060.600,  0.909
2061.300,  0.909
2062.000,  0.909
2062.700,  0.909
2063.400,  0.909
2064.100,  0.909
2064.800,  0.909
2065.500,  0.909
2066.200,  0.909
2066.900,  0.909
2067.600,  0.909
2068.300,  0.909
2069.000,  0.909
2069.700,  0.909
2070.400,  0.909
2071.100,  0.909
2071.800,  0.909
2072.500,  0.909
2073.200,  0.909
2073.900,  0.909
2074.600,  0.909
2075.300,  0.909
2076.000,  0.909
2076.700,  0.909
2077.400,  0.909
2078.100,  0.909
2078.800,  0.909
2079.500,  0.908
2080.200,  0.909
2080.900,  0.908
2081.600,  0.908
2082.300,  0.908
2083.000,  0.908
2083.700,  0.908
2084.400,  0.908
2085.100,  0.908
2085.800,  0.908
2086.500,  0.908
2087.200,  0.908
2087.900,  0.908
2088.600,  0.908
2089.300,  0.908
2090.000,  0.908
2090.700,  0.908
2091.400,  0.908
2092.100,  0.908
2092.800,  0.908
2093.500,  0.908
2094.200,  0.908
2094.900,  0.908
2095.600,  0.908
2096.300,  0.908
2097.000,  0.908
2097.700,  0.908
2098.400,  0.908
2099.100,  0.908
2099.800,  0.908
2100.500,  0.908
2101.200,  0.908
2101.900,  0.908
2102.600,  0.908
2103.300,  0.908
2104.000,  0.908
2104.700,  0.908
2105.400,  0.908
2106.100,  0.908
2106.800,  0.908
2107.500,  0.908
2108.200,  0.908
2108.900,  0.908
2109.600,  0.908
2110.300,  0.908
2111.000,  0.908
2111.700,  0.908
2112.400,  0.908
2113.100,  0.908
2113.800,  0.908
2114.500,  0.908
2115.200,  0.908
2115.900,  0.908
2116.600,  0.907
2117.300,  0.907
2118.000,  0.907
2118.700,  0.908
2119.400,  0.908
2120.100,  0.908
2120.800,  0.908
2121.500,  0.907
2122.200,  0.906
2122.900,  0.906
2123.600,  0.906
2124.300,  0.906
2125.000,  0.907
2125.700,  0.907
2126.400,  0.906
2127.100,  0.905
2127.800,  0.906
2128.500,  0.907
2129.200,  0.906
2129.900,  0.904
2130.600,  0.904
2131.300,  0.902
2132.000,  0.904
2132.700,  0.904
2133.400,  0.905
2134.100,  0.907
2134.800,  0.907
2135.500,  0.898
2136.200,  0.888
2136.900,  0.898
2137.600,  0.904
2138.300,  0.906
2139.000,  0.907
2139.700,  0.906
2140.400,  0.902
2141.100,  0.892
2141.800,  0.883
2142.500,  0.890
2143.200,  0.903
2143.900,  0.906
2144.600,  0.904
2145.300,  0.898
2146.000,  0.886
2146.700,  0.893
2147.400,  0.891
2148.100,  0.879
2148.800,  0.893
2149.500,  0.898
2150.200,  0.892
2150.900,  0.873
2151.600,  0.886
2152.300,  0.904
2153.000,  0.900
2153.700,  0.869
2154.400,  0.858
2155.100,  0.882
2155.800,  0.884
2156.500,  0.888
2157.200,  0.902
2157.900,  0.904
2158.600,  0.899
2159.300,  0.857
2160.000,  0.804
2160.700,  0.851
2161.400,  0.880
2162.100,  0.896
2162.800,  0.901
2163.500,  0.892
2164.200,  0.884
2164.900,  0.873
2165.600,  0.823
2166.300,  0.837
2167.000,  0.879
2167.700,  0.894
2168.400,  0.891
2169.100,  0.878
2169.800,  0.886
2170.500,  0.880
2171.200,  0.810
2171.900,  0.815
2172.600,  0.887
2173.300,  0.890
