0.3	5.092067440559405	5.573313748389191
0.35	4.555764227588132	4.952682787625491
0.4	4.146694519995863	4.481827710932844
0.45	3.823148107607352	4.111306635986836
0.5	3.5599843753923723	3.811382828021275
0.55	3.341125889266256	3.5630828450512713
0.6	3.1557982506649704	3.3537214156244053
0.65	2.996501282415256	3.1744893753838745
0.7	2.8578471262851552	3.0190738737865725
0.75	2.735861421254599	2.882829537210871
0.8	2.6275454111212095	2.762259792969709
0.85	2.530591824239052	2.6546807983453338
0.9	2.4431949117158616	2.557997065613903
0.95	2.363920079737777	2.4705477027955394
1.0	2.2916123445210217	2.390998604133028
