0.3	8.003503814288223	8.431381442592883
0.35	7.27277143744446	7.619949430873986
0.4	6.705285526648096	6.994429234582547
0.45	6.249165240688755	6.494893669125999
0.5	5.872772488239535	6.08500339186447
0.55	5.555644034511962	5.7413792761995905
0.6	5.283915648387424	5.448260653375457
0.65	5.047834591996848	5.194612748792937
0.7	4.840324250022656	4.972463936630299
0.75	4.656114333409365	4.775901888276808
0.8	4.491191796189327	4.600442132273638
0.85	4.342441963213202	4.442616781173432
0.9	4.207406868542947	4.299698505583431
0.95	4.084118244649855	4.169510385268352
1.0	3.970979444740409	4.050291886490085
